contigName	contigLen	totalAvgDepth	220421_RR4342129_aln_sorted.bam	220421_RR4342129_aln_sorted.bam-var
k105_19549 flag=0 multi=3.7888 len=2879	2879	15.4962	15.4962	21.1548
k105_103954 flag=1 multi=2.9255 len=1878	1878	15.0012	15.0012	24.9253
k105_103956 flag=1 multi=1.9662 len=1790	1790	10.4293	10.4293	11.3983
k105_103965 flag=1 multi=3.0000 len=1757	1757	9.32421	9.32421	12.4908
k105_103967 flag=0 multi=24.2339 len=2794	2794	100.084	100.084	374.633
k105_19568 flag=1 multi=6.4763 len=4048	4048	27.6652	27.6652	74.4509
k105_103969 flag=1 multi=3.6180 len=2139	2139	12.0412	12.0412	11.6533
k105_19569 flag=1 multi=4.8138 len=4304	4304	18.3086	18.3086	49.6258
k105_103977 flag=1 multi=4.9583 len=1928	1928	23.392	23.392	51.059
k105_19577 flag=1 multi=3.8533 len=2211	2211	16.9432	16.9432	29.3739
k105_19578 flag=1 multi=3.0000 len=2618	2618	11.6487	11.6487	20.6041
k105_103993 flag=1 multi=3.0000 len=2280	2280	14.769	14.769	25.3603
k105_19589 flag=1 multi=4.0000 len=4144	4144	15.3345	15.3345	23.0902
k105_19594 flag=1 multi=2.2024 len=1829	1829	11.2114	11.2114	19.3825
k105_104009 flag=0 multi=19.8100 len=4543	4543	101.935	101.935	335.557
k105_104028 flag=0 multi=5.0000 len=1539	1539	28.4838	28.4838	79.8031
k105_104054 flag=1 multi=2.9340 len=1953	1953	13.3034	13.3034	33.3613
k105_19649 flag=1 multi=2.5185 len=1536	1536	9.40837	9.40837	10.9175
k105_104074 flag=1 multi=5.0000 len=2340	2340	17.3557	17.3557	22.0686
k105_19666 flag=1 multi=1.9373 len=1747	1747	7.9067	7.9067	8.00319
k105_104090 flag=1 multi=2.0000 len=1950	1950	12.4022	12.4022	25.2533
k105_19672 flag=1 multi=2.8547 len=2087	2087	13.9097	13.9097	18.4686
k105_19676 flag=1 multi=3.8994 len=3385	3385	12.3295	12.3295	15.4264
k105_104100 flag=1 multi=2.4270 len=2091	2091	14.7692	14.7692	22.2188
k105_104106 flag=1 multi=1.9186 len=1628	1628	10.8383	10.839	17.8616
k105_104113 flag=1 multi=1.9600 len=2032	2032	11.3847	11.3847	14.9534
k105_19703 flag=1 multi=2.0000 len=3267	3267	12.1627	12.1627	12.5233
k105_104143 flag=1 multi=3.0000 len=2529	2529	13.5061	13.5061	16.1576
k105_104144 flag=1 multi=3.0000 len=1801	1801	12.0557	12.0557	10.2902
k105_19713 flag=1 multi=2.7629 len=2707	2707	12.2143	12.2143	9.94391
k105_104145 flag=1 multi=4.9448 len=2206	2206	22.2451	22.2451	48.5247
k105_19722 flag=1 multi=3.0000 len=1819	1819	21.5398	21.5398	52.4047
k105_19732 flag=1 multi=3.3222 len=1573	1573	10.7505	10.7505	11.2943
k105_19748 flag=1 multi=4.0000 len=3180	3180	16.2766	16.2766	28.7159
k105_104166 flag=1 multi=5.6537 len=19275	19275	22.602	22.602	42.8377
k105_19756 flag=1 multi=4.0000 len=1589	1589	9.69493	9.69493	9.18158
k105_19757 flag=0 multi=7.9559 len=1691	1691	29.2064	29.2064	77.1769
k105_19758 flag=1 multi=2.9338 len=1615	1615	12.4519	12.4519	19.6754
k105_104188 flag=0 multi=6.9680 len=2168	2168	41.4549	41.4549	300.331
k105_19773 flag=1 multi=1.9463 len=1744	1744	11.1462	11.1462	9.08913
k105_104196 flag=1 multi=2.8411 len=1741	1741	11.5374	11.5374	15.6978
k105_104211 flag=1 multi=3.0000 len=1578	1578	11.3564	11.3571	8.66566
k105_104215 flag=1 multi=3.0000 len=1873	1873	10.1944	10.1944	6.60154
k105_19783 flag=1 multi=6.0000 len=10776	10776	19.3296	19.3296	32.2445
k105_104216 flag=1 multi=1.4594 len=2800	2800	12.8528	12.8528	27.0163
k105_19786 flag=1 multi=3.0000 len=2415	2415	23.755	23.755	29.974
k105_19804 flag=1 multi=4.9331 len=2558	2558	25.3742	25.3742	55.9001
k105_104243 flag=0 multi=3.0000 len=1926	1926	12.125	12.125	15.723
k105_19807 flag=1 multi=3.0000 len=1745	1745	12.9097	12.9097	14.4059
k105_104244 flag=0 multi=8.9770 len=7055	7055	29.5663	29.5663	37.3434
k105_19819 flag=1 multi=3.0000 len=3115	3115	10.9828	10.9831	9.52604
k105_104251 flag=1 multi=1.9413 len=1672	1672	14.1071	14.1071	16.944
k105_104275 flag=1 multi=2.9021 len=1862	1862	12.3949	12.3949	9.01993
k105_104287 flag=1 multi=3.0000 len=2117	2117	14.6701	14.6701	35.6392
k105_104293 flag=1 multi=3.2153 len=2948	2948	26.624	26.624	45.3497
k105_19853 flag=0 multi=6.9885 len=5331	5331	23.2061	23.2061	40.7506
k105_19866 flag=0 multi=3.5170 len=2577	2577	22.611	22.611	60.3698
k105_19868 flag=1 multi=1.9912 len=2043	2043	9.3159	9.3159	9.75952
k105_19873 flag=0 multi=3.9562 len=1519	1519	14.6034	14.6034	7.38565
k105_104319 flag=0 multi=5.9855 len=3557	3557	22.9498	22.9498	58.7457
k105_104329 flag=1 multi=2.8842 len=2264	2264	14.1552	14.1552	23.5651
k105_104343 flag=0 multi=5.9862 len=3736	3736	29.5725	29.5725	76.3709
k105_104360 flag=1 multi=1.9748 len=1930	1930	11.2028	11.2028	10.508
k105_104369 flag=1 multi=2.6505 len=1713	1713	10.3385	10.3385	10.8105
k105_19937 flag=1 multi=1.5794 len=1717	1717	10.8507	10.8507	16.1169
k105_19941 flag=1 multi=2.8175 len=2034	2034	11.3652	11.3652	10.182
k105_104385 flag=1 multi=5.0000 len=1833	1833	24.514	24.514	30.2119
k105_104391 flag=1 multi=3.0000 len=1688	1688	11.632	11.632	12.1
k105_19953 flag=1 multi=4.0000 len=2074	2074	9.98441	9.98441	5.29145
k105_104403 flag=1 multi=2.9248 len=3109	3109	14.7577	14.7577	20.3717
k105_104416 flag=1 multi=2.8732 len=1603	1603	13.3414	13.3414	17.4646
k105_19978 flag=1 multi=2.9507 len=2703	2703	8.02585	8.02585	5.41245
k105_19982 flag=1 multi=2.9472 len=1847	1847	8.4673	8.4673	5.24432
k105_104417 flag=0 multi=4.0000 len=5491	5491	17.3717	17.3717	25.53
k105_19984 flag=0 multi=6.0943 len=2067	2067	19.0402	19.0402	20.3518
k105_104425 flag=0 multi=3.0000 len=1636	1636	15.7396	15.7396	16.1415
k105_19990 flag=1 multi=2.0000 len=1715	1715	10.4613	10.4613	11.2934
k105_19996 flag=1 multi=4.0000 len=1771	1771	17.2455	17.2455	30.8965
k105_20010 flag=1 multi=3.4939 len=2387	2387	20.0988	20.0988	37.1106
k105_20019 flag=0 multi=2.9219 len=1514	1514	17.2654	17.2654	22.6515
k105_20028 flag=1 multi=2.0000 len=1552	1552	10.7682	10.7682	7.12044
k105_104475 flag=0 multi=7.1441 len=2596	2596	28.4877	28.4877	59.5015
k105_20047 flag=0 multi=3.4575 len=2258	2258	17.7438	17.7438	73.434
k105_104484 flag=1 multi=3.5382 len=5172	5172	14.6481	14.6481	20.1606
k105_20088 flag=0 multi=7.3862 len=2200	2200	28.7829	28.7829	158.459
k105_104533 flag=1 multi=2.0000 len=1629	1629	9.83908	9.83908	14.782
k105_104535 flag=1 multi=4.0000 len=3407	3407	13.3012	13.3012	29.4816
k105_20089 flag=1 multi=3.5187 len=6130	6130	14.8105	14.8105	29.9673
k105_104536 flag=0 multi=4.9210 len=3043	3043	17.7477	17.7477	33.1647
k105_20110 flag=0 multi=3.3352 len=1680	1680	20.2863	20.2863	23.8094
k105_104556 flag=1 multi=1.9659 len=1950	1950	12.4683	12.4683	9.56208
k105_20111 flag=1 multi=2.8495 len=2078	2078	14.6546	14.6546	30.7588
k105_104557 flag=1 multi=1.8900 len=1887	1887	12.5682	12.5682	11.2569
k105_104561 flag=0 multi=6.0000 len=4402	4402	30.2865	30.2865	60.1808
k105_104562 flag=1 multi=4.9095 len=5056	5056	27.2287	27.2287	53.2633
k105_104565 flag=1 multi=1.9078 len=1678	1678	15.4699	15.4699	54.8321
k105_20155 flag=0 multi=5.0844 len=1799	1799	26.6962	26.6962	200.71
k105_104585 flag=1 multi=5.5337 len=2966	2966	23.9357	23.9357	110.817
k105_20181 flag=1 multi=3.0000 len=1501	1501	12.5152	12.5152	28.5549
k105_104606 flag=1 multi=3.0000 len=1988	1988	12.7737	12.7737	27.9063
k105_104617 flag=1 multi=3.0000 len=1911	1911	22.8325	22.8325	80.3021
k105_20198 flag=0 multi=2.0000 len=1663	1663	14.343	14.343	26.8286
k105_104621 flag=1 multi=3.0000 len=2174	2174	12.7016	12.7016	32.342
k105_20199 flag=1 multi=3.0000 len=1506	1506	13.7515	13.7515	15.4416
k105_20201 flag=1 multi=2.5426 len=1749	1749	8.34647	8.34647	10.3091
k105_20203 flag=1 multi=2.0000 len=1509	1509	9.49963	9.49963	15.1559
k105_104637 flag=1 multi=2.0000 len=2153	2153	9.11283	9.11283	11.5417
k105_104639 flag=0 multi=6.0000 len=4061	4061	27.7801	27.7801	109.141
k105_20220 flag=0 multi=4.8335 len=2651	2651	19.5566	19.5566	34.2146
k105_20222 flag=1 multi=3.0000 len=1767	1767	11.4273	11.4273	22.2201
k105_104663 flag=1 multi=2.8285 len=2239	2239	19.3427	19.3432	60.0918
k105_20226 flag=1 multi=1.9121 len=1595	1595	11.3135	11.3135	11.1406
k105_104664 flag=0 multi=4.2166 len=2460	2460	20.945	20.9455	58.0256
k105_20228 flag=1 multi=3.0000 len=1967	1967	10.9466	10.9466	6.31822
k105_20231 flag=0 multi=5.1426 len=14705	14705	18.0464	18.0464	29.2856
k105_104682 flag=1 multi=6.4342 len=10720	10720	27.2302	27.2302	103.403
k105_20238 flag=1 multi=2.0000 len=1837	1837	12.6615	12.6615	24.5739
k105_104698 flag=1 multi=2.3850 len=1679	1679	19.3224	19.3224	63.924
k105_104724 flag=0 multi=6.3366 len=1721	1721	46.9173	46.9173	120.155
k105_104749 flag=0 multi=3.9834 len=1916	1916	16.3901	16.3907	30.1078
k105_20304 flag=1 multi=2.9247 len=1884	1884	12.0415	12.0415	21.0692
k105_20310 flag=0 multi=13.5771 len=1557	1557	67.2807	67.2807	245.637
k105_20311 flag=1 multi=3.0000 len=1980	1980	12.0639	12.0639	18.5553
k105_104776 flag=0 multi=5.0000 len=1723	1723	21.3261	21.3261	85.3235
k105_104790 flag=1 multi=2.9325 len=3039	3039	15.477	15.477	30.2446
k105_20343 flag=1 multi=3.0000 len=1574	1574	9.08919	9.08919	3.58656
k105_104809 flag=1 multi=3.0000 len=5024	5024	12.7809	12.7809	12.2229
k105_20350 flag=0 multi=8.9470 len=5367	5367	28.811	28.811	46.2906
k105_104817 flag=0 multi=6.0000 len=5639	5639	19.3822	19.3822	32.5129
k105_20379 flag=1 multi=3.0000 len=3182	3182	12.0798	12.0798	8.26349
k105_20383 flag=1 multi=1.9475 len=1704	1704	8.47619	8.47619	6.21734
k105_104841 flag=0 multi=6.9923 len=7945	7945	24.1505	24.1505	51.2221
k105_104846 flag=1 multi=4.3204 len=1778	1778	20.6437	20.6437	126.247
k105_20403 flag=1 multi=3.0000 len=2179	2179	7.6624	7.6624	7.16652
k105_104857 flag=1 multi=1.6999 len=1831	1831	8.00654	8.00714	7.64402
k105_20409 flag=0 multi=25.4882 len=4075	4075	111.05	111.05	205.668
k105_104861 flag=1 multi=4.0000 len=1742	1742	14.0609	14.0609	33.2892
k105_104867 flag=1 multi=4.0000 len=1790	1790	13.847	13.847	31.0326
k105_104873 flag=1 multi=2.8219 len=1756	1756	10.9788	10.9788	21.7952
k105_104878 flag=0 multi=4.5509 len=1942	1942	24.8058	24.8058	61.0332
k105_104882 flag=1 multi=2.9252 len=3127	3127	16.7706	16.7706	18.8461
k105_20420 flag=0 multi=9.7050 len=16646	16646	31.48	31.48	51.3039
k105_20426 flag=1 multi=4.0000 len=3283	3283	16.1586	16.1586	19.5984
k105_104903 flag=0 multi=8.5531 len=3860	3860	39.5442	39.5442	80.8184
k105_104904 flag=1 multi=3.0000 len=1862	1862	11.3703	11.3703	21.1018
k105_104907 flag=1 multi=2.2285 len=3366	3366	13.5267	13.5267	27.2186
k105_104911 flag=1 multi=3.0000 len=1529	1529	10.9906	10.9906	17.8061
k105_20444 flag=0 multi=7.1081 len=6579	6579	29.837	29.837	40.1967
k105_20446 flag=1 multi=1.9202 len=2272	2272	18.5787	18.5787	59.9358
k105_104925 flag=1 multi=3.8924 len=3041	3041	13.3373	13.3373	13.5841
k105_104938 flag=1 multi=1.9416 len=1681	1681	10.0385	10.0385	11.8998
k105_20461 flag=0 multi=7.7999 len=5582	5582	30.8708	30.8708	72.2328
k105_20465 flag=1 multi=4.0000 len=1642	1642	9.31166	9.31166	8.19184
k105_104958 flag=1 multi=3.0000 len=2392	2392	12.8885	12.8885	17.792
k105_20474 flag=0 multi=5.9624 len=7366	7366	25.31	25.31	73.129
k105_104970 flag=0 multi=4.8116 len=1570	1570	22.0549	22.0549	25.5389
k105_104978 flag=0 multi=2.9567 len=2090	2090	20.6954	20.6954	72.6903
k105_20490 flag=1 multi=3.0000 len=3604	3604	12.9519	12.9519	20.5358
k105_104993 flag=1 multi=2.9686 len=2395	2395	14.0735	14.0735	12.7304
k105_20510 flag=1 multi=2.0000 len=1730	1730	8.32975	8.32975	5.14198
k105_20513 flag=1 multi=9.2625 len=17117	17117	28.9009	28.9009	60.6505
k105_105034 flag=1 multi=3.0000 len=4180	4180	13.4598	13.4598	15.6092
k105_20520 flag=1 multi=2.9498 len=3332	3332	16.3294	16.3297	21.974
k105_105042 flag=0 multi=8.9840 len=5120	5120	29.1807	29.1807	41.7025
k105_105049 flag=1 multi=5.0000 len=6679	6679	21.3345	21.3345	40.5121
k105_105072 flag=1 multi=5.0000 len=2971	2971	15.1514	15.1514	30.6162
k105_20565 flag=1 multi=4.0000 len=2102	2102	12.3386	12.3386	8.31216
k105_20570 flag=1 multi=2.7712 len=1530	1530	18.1022	18.1022	39.6044
k105_20585 flag=1 multi=2.8959 len=1565	1565	10.3675	10.3682	12.7151
k105_105094 flag=1 multi=3.4840 len=3770	3770	15.5041	15.5041	40.8389
k105_105102 flag=0 multi=10.7371 len=2570	2570	49.05	49.05	105.025
k105_105107 flag=0 multi=8.7167 len=14280	14280	36.7814	36.7814	85.2841
k105_20624 flag=1 multi=3.0000 len=3776	3776	12.1765	12.1765	19.2697
k105_105136 flag=1 multi=1.9816 len=1794	1794	8.43309	8.43309	8.35762
k105_20634 flag=0 multi=6.0000 len=1678	1678	38.9961	38.9961	171.346
k105_20637 flag=1 multi=3.0000 len=2012	2012	8.90655	8.90655	8.82842
k105_20640 flag=1 multi=1.9444 len=1759	1759	11.4071	11.4071	6.66317
k105_105147 flag=0 multi=10.9441 len=9333	9333	37.256	37.256	240.783
k105_20647 flag=1 multi=3.0000 len=1723	1723	9.09599	9.09599	6.32471
k105_20653 flag=0 multi=5.9658 len=1566	1566	27.7747	27.7747	76.7185
k105_20654 flag=1 multi=4.0000 len=2418	2418	11.4096	11.4096	12.6856
k105_20669 flag=1 multi=3.0000 len=1853	1853	9.94891	9.94891	7.13192
k105_105176 flag=1 multi=2.9472 len=2833	2833	16.8211	16.8211	21.8808
k105_105189 flag=1 multi=1.8606 len=1719	1719	9.45889	9.45889	30.2859
k105_20684 flag=0 multi=2.8481 len=1883	1883	16.8938	16.8938	26.4368
k105_20693 flag=1 multi=6.0000 len=4935	4935	18.1442	18.1442	29.6848
k105_105224 flag=1 multi=8.0000 len=2094	2094	39.3344	39.3344	154.304
k105_20718 flag=1 multi=3.8971 len=1533	1533	24.0839	24.0839	110.269
k105_105234 flag=1 multi=2.0000 len=1875	1875	13.6852	13.6852	14.9617
k105_105239 flag=1 multi=4.0000 len=1799	1799	12.8793	12.8793	13.0552
k105_105240 flag=1 multi=2.0000 len=4150	4150	10.634	10.634	10.0856
k105_20745 flag=0 multi=6.0000 len=2117	2117	24.1139	24.1139	33.2565
k105_20746 flag=1 multi=2.0000 len=1630	1630	11.7311	11.7311	19.787
k105_105272 flag=1 multi=2.8901 len=1906	1906	16.0461	16.0461	49.8869
k105_20763 flag=1 multi=5.0000 len=7627	7627	15.088	15.088	48.7607
k105_105276 flag=1 multi=5.0000 len=4148	4148	14.3259	14.3259	18.0556
k105_105283 flag=1 multi=4.6359 len=3615	3615	14.2606	14.2606	28.7406
k105_105287 flag=0 multi=7.7971 len=6087	6087	28.7841	28.7841	78.1521
k105_20793 flag=0 multi=7.0000 len=2881	2881	32.8799	32.8799	68.2516
k105_105297 flag=1 multi=3.0000 len=1532	1532	19.3415	19.3415	31.5908
k105_20798 flag=1 multi=2.9061 len=1554	1554	11.3034	11.3034	15.3234
k105_105300 flag=0 multi=8.3511 len=3329	3329	36.5593	36.5596	56.3013
k105_105322 flag=1 multi=5.0000 len=2360	2360	21.7602	21.7602	85.6998
k105_20814 flag=1 multi=3.4280 len=3154	3154	21.4564	21.4564	51.2988
k105_20815 flag=1 multi=3.0000 len=1662	1662	12.672	12.672	20.5926
k105_20821 flag=1 multi=2.8691 len=1526	1526	11.5327	11.5327	11.8026
k105_20825 flag=1 multi=3.0000 len=2372	2372	12.0639	12.0639	22.7063
k105_20841 flag=1 multi=2.7748 len=1544	1544	11.8185	11.8185	16.1745
k105_105377 flag=1 multi=2.8939 len=1651	1651	8.36576	8.36576	4.96278
k105_20852 flag=1 multi=2.3714 len=2905	2905	13.1517	13.1517	22.2094
k105_20856 flag=1 multi=1.9599 len=2024	2024	8.25827	8.2588	7.46488
k105_105387 flag=0 multi=4.7016 len=1526	1526	18.5356	18.5356	22.7463
k105_20863 flag=1 multi=3.0000 len=2605	2605	19.4163	19.4163	27.4575
k105_20870 flag=1 multi=2.0000 len=1936	1936	13.5106	13.5106	18.4887
k105_105406 flag=0 multi=9.0000 len=3536	3536	37.6734	37.6734	37.1892
k105_20872 flag=0 multi=4.0872 len=3707	3707	22.8603	22.8603	52.7223
k105_20898 flag=1 multi=3.0000 len=4041	4041	10.8797	10.8797	16.8834
k105_20912 flag=1 multi=2.8996 len=1918	1918	13.6357	13.6357	26.2351
k105_105483 flag=1 multi=3.0000 len=1535	1535	11.8173	11.8173	14.7462
k105_20917 flag=1 multi=4.0000 len=1539	1539	14.6084	14.6084	21.1779
k105_105486 flag=1 multi=5.0000 len=4575	4575	21.5636	21.5636	35.2008
k105_105493 flag=1 multi=4.0000 len=1524	1524	17.9862	17.9862	39.4834
k105_20936 flag=0 multi=4.7394 len=2895	2895	30.2492	30.2492	125.458
k105_105498 flag=1 multi=2.0000 len=1593	1593	12.6875	12.6875	23.8031
k105_20938 flag=0 multi=4.4732 len=1804	1804	26.4208	26.4208	254.594
k105_20939 flag=0 multi=7.9134 len=1721	1721	26.4341	26.4341	34.456
k105_20960 flag=1 multi=3.0000 len=7329	7329	16.1067	16.1067	24.2883
k105_20966 flag=1 multi=1.9388 len=1706	1706	11.1305	11.1305	13.8267
k105_105559 flag=0 multi=7.5165 len=4295	4295	34.5476	34.5476	129.157
k105_20974 flag=0 multi=4.0000 len=1694	1694	18.9974	18.9974	50.6066
k105_20977 flag=0 multi=8.0000 len=1604	1604	33.542	33.542	94.4025
k105_105567 flag=1 multi=2.0000 len=1679	1679	9.78025	9.78025	5.76059
k105_20982 flag=1 multi=3.0000 len=1742	1742	11.7305	11.7305	14.5274
k105_105579 flag=1 multi=2.8594 len=1584	1584	8.32775	8.32775	5.08999
k105_21008 flag=1 multi=1.9426 len=1811	1811	19.3576	19.3582	50.6554
k105_105594 flag=0 multi=6.9077 len=10148	10148	27.1808	27.1808	64.4363
k105_21015 flag=0 multi=6.0273 len=1936	1936	33.0011	33.0011	104.828
k105_21016 flag=1 multi=4.9311 len=2948	2948	32.6465	32.6469	105.008
k105_21021 flag=1 multi=3.8215 len=2408	2408	12.9061	12.9061	17.6368
k105_21030 flag=1 multi=2.9104 len=2516	2516	9.74176	9.74176	9.32653
k105_105646 flag=1 multi=4.0000 len=1764	1764	12.5198	12.5198	14.7866
k105_105652 flag=1 multi=4.0000 len=2415	2415	14.1386	14.1386	22.3122
k105_105679 flag=1 multi=3.0000 len=2453	2453	11.4403	11.4403	11.9764
k105_105680 flag=1 multi=4.8603 len=1623	1623	15.5438	15.5438	60.3082
k105_21078 flag=0 multi=6.0000 len=1851	1851	25.1252	25.1252	44.079
k105_21084 flag=1 multi=2.8399 len=1692	1692	21.0953	21.0953	55.4737
k105_21086 flag=1 multi=2.7714 len=3311	3311	11.6014	11.6014	8.07904
k105_105704 flag=1 multi=2.9127 len=1571	1571	14.5806	14.5806	38.3706
k105_105707 flag=1 multi=2.9255 len=2790	2790	10.0223	10.0223	10.4067
k105_21094 flag=0 multi=2.9904 len=2187	2187	17.4546	17.4546	33.8631
k105_21096 flag=0 multi=8.0000 len=11879	11879	21.7183	21.7184	32.8476
k105_105717 flag=0 multi=26.4066 len=15466	15466	114.671	114.671	607.672
k105_21097 flag=1 multi=2.9228 len=3941	3941	23.4081	23.4081	48.1414
k105_21099 flag=1 multi=5.1423 len=2185	2185	33.1961	33.1961	118.447
k105_105729 flag=0 multi=2.9868 len=1618	1618	12.5259	12.5259	21.1956
k105_105759 flag=1 multi=2.9126 len=3513	3513	14.2682	14.2682	26.7133
k105_21133 flag=0 multi=6.4542 len=1809	1809	28.5136	28.5136	223.805
k105_105766 flag=1 multi=3.9344 len=3078	3078	22.5311	22.5311	59.1653
k105_105783 flag=1 multi=1.6153 len=2164	2164	14.0809	14.0809	50.4629
k105_21162 flag=0 multi=5.9646 len=1659	1659	34.2624	34.2624	68.6937
k105_105791 flag=0 multi=5.0000 len=3784	3784	26.8632	26.8632	49.6663
k105_21166 flag=1 multi=3.0000 len=3338	3338	13.4664	13.4664	16.4775
k105_21194 flag=1 multi=3.9904 len=3244	3244	13.4732	13.4732	19.3099
k105_105840 flag=1 multi=3.0000 len=2459	2459	18.8415	18.8415	71.6925
k105_105842 flag=1 multi=2.9344 len=2512	2512	11.6537	11.6537	17.2185
k105_21206 flag=1 multi=2.8685 len=3025	3025	14.6689	14.6689	22.1958
k105_21213 flag=0 multi=8.8506 len=5366	5366	36.2452	36.2452	134.62
k105_105854 flag=1 multi=4.9293 len=5595	5595	14.2837	14.2837	18.9134
k105_105861 flag=1 multi=3.0000 len=3506	3506	13.4613	13.4613	19.0431
k105_21224 flag=0 multi=4.9862 len=3006	3006	28.5256	28.5256	43.0178
k105_21227 flag=1 multi=3.0000 len=2006	2006	9.4569	9.4569	12.6126
k105_105874 flag=1 multi=3.0000 len=1585	1585	9.41603	9.41603	7.75914
k105_21247 flag=1 multi=3.0000 len=2441	2441	14.4718	14.4718	28.9952
k105_21250 flag=1 multi=4.0000 len=1695	1695	17.0181	17.0181	31.6059
k105_105906 flag=1 multi=2.4241 len=1699	1699	18.6514	18.652	52.4066
k105_21259 flag=1 multi=3.0000 len=1531	1531	9.00145	9.00145	6.9116
k105_105909 flag=1 multi=3.0000 len=2115	2115	10.1802	10.1802	5.25666
k105_105910 flag=1 multi=3.0000 len=1520	1520	11.3993	11.4	17.143
k105_21272 flag=1 multi=2.8996 len=2077	2077	11.8614	11.8614	15.3458
k105_105932 flag=1 multi=2.0000 len=3326	3326	9.94962	9.94962	10.6936
k105_21288 flag=1 multi=3.0000 len=1663	1663	14.076	14.076	22.7197
k105_105938 flag=0 multi=20.7313 len=4054	4054	93.0277	93.0277	246.5
k105_21302 flag=1 multi=2.0000 len=1615	1615	10.6908	10.6908	13.1605
k105_21305 flag=1 multi=3.2078 len=5433	5433	12.8592	12.8592	23.6537
k105_21330 flag=0 multi=2.7461 len=2358	2358	13.8678	13.8678	27.6544
k105_105996 flag=1 multi=4.0000 len=3097	3097	18.678	18.6783	51.4487
k105_106017 flag=1 multi=4.0000 len=2488	2488	14.2169	14.2169	21.6889
k105_106024 flag=1 multi=3.0000 len=2094	2094	14.4444	14.4444	11.7066
k105_21375 flag=1 multi=2.3347 len=1524	1524	28.091	28.091	237.614
k105_21384 flag=1 multi=5.4556 len=5263	5263	30.7082	30.7082	88.1898
k105_106056 flag=0 multi=5.9740 len=2025	2025	25.0027	25.0027	55.1841
k105_21386 flag=1 multi=1.5931 len=1796	1796	10.0668	10.0668	11.3803
k105_106068 flag=1 multi=3.0000 len=1953	1953	10.0322	10.0322	13.5905
k105_21403 flag=0 multi=5.3985 len=3859	3859	27.6109	27.6109	102.946
k105_106072 flag=1 multi=4.0000 len=6585	6585	15.1571	15.1571	15.0064
k105_21407 flag=0 multi=6.4934 len=1929	1929	28.751	28.751	160.597
k105_106075 flag=1 multi=3.0000 len=2109	2109	12.4814	12.4814	22.7647
k105_21418 flag=1 multi=2.5529 len=2006	2006	15.5754	15.5754	36.3556
k105_106087 flag=1 multi=3.9663 len=3491	3491	12.6555	12.6555	16.7181
k105_21432 flag=1 multi=3.0000 len=2454	2454	11.8173	11.8173	13.8177
k105_21447 flag=0 multi=8.0517 len=2467	2467	41.9314	41.9314	436.448
k105_106120 flag=0 multi=3.9917 len=3738	3738	14.2979	14.2979	16.4323
k105_21451 flag=1 multi=2.0000 len=1554	1554	10.6852	10.6852	8.52659
k105_21452 flag=0 multi=3.9798 len=2040	2040	14.6767	14.6767	32.5324
k105_106126 flag=1 multi=3.0000 len=1934	1934	12.4131	12.4131	15.9015
k105_21454 flag=1 multi=2.9179 len=1835	1835	9.80772	9.80772	4.4939
k105_106128 flag=1 multi=5.0277 len=5674	5674	27.5072	27.5072	117.283
k105_106136 flag=1 multi=3.0000 len=2609	2609	8.99797	8.99797	8.93281
k105_21482 flag=1 multi=1.9292 len=1518	1518	10.3436	10.3436	6.9601
k105_21485 flag=0 multi=4.5461 len=1634	1634	28.7487	28.7487	285.27
k105_21489 flag=1 multi=2.9753 len=4396	4396	11.586	11.586	15.7761
k105_106170 flag=1 multi=2.9302 len=2196	2196	20.6862	20.6862	44.9588
k105_21495 flag=0 multi=2.9943 len=3614	3614	13.8493	13.8493	15.7977
k105_106177 flag=0 multi=6.1825 len=3902	3902	29.3617	29.3617	94.2026
k105_21506 flag=1 multi=3.8914 len=2066	2066	18.4624	18.4624	69.2701
k105_106186 flag=1 multi=2.9478 len=4125	4125	11.3268	11.3268	7.75857
k105_21518 flag=1 multi=3.0000 len=3571	3571	12.4347	12.4347	16.7761
k105_106204 flag=0 multi=3.0000 len=2252	2252	17.058	17.058	34.0186
k105_21530 flag=0 multi=2.9741 len=2576	2576	14.1719	14.1719	22.7972
k105_21558 flag=1 multi=2.8521 len=1822	1822	10.4504	10.4504	10.9287
k105_106233 flag=1 multi=3.8319 len=2604	2604	16.339	16.339	25.6331
k105_106238 flag=0 multi=20.2365 len=1665	1665	90.6224	90.6224	146.996
k105_21565 flag=1 multi=3.0000 len=2100	2100	8.35744	8.35795	5.11141
k105_106248 flag=1 multi=1.9363 len=1597	1597	8.97927	8.97927	5.8018
k105_106253 flag=1 multi=2.0000 len=1669	1669	11.8295	11.8295	13.1731
k105_21576 flag=1 multi=3.0000 len=1839	1839	15.4967	15.4967	18.0274
k105_21591 flag=1 multi=2.9798 len=2082	2082	10.2883	10.2883	10.7666
k105_106274 flag=1 multi=5.7307 len=1776	1776	23.3905	23.3905	36.4279
k105_21615 flag=1 multi=2.8979 len=1613	1613	8.90089	8.90089	5.61051
k105_106296 flag=1 multi=2.8519 len=1645	1645	14.4548	14.4548	24.0098
k105_21628 flag=1 multi=5.0000 len=3025	3025	18.7353	18.7353	27.018
k105_106316 flag=1 multi=4.0000 len=1501	1501	14.7395	14.7395	9.57506
k105_21632 flag=1 multi=3.0000 len=3337	3337	10.4252	10.4252	16.7919
k105_106322 flag=0 multi=5.0000 len=2361	2361	16.9109	16.9109	33.8342
