contigName	contigLen	totalAvgDepth	220421_RR4342133_aln_sorted.bam	220421_RR4342133_aln_sorted.bam-var
k105_110032 flag=0 multi=4.9408 len=5988	5988	20.0848	20.0848	48.2432
k105_24298 flag=0 multi=3.7973 len=1674	1674	18.8143	18.8143	34.7527
k105_110044 flag=0 multi=49.9357 len=2252	2252	174.23	174.23	1616.38
k105_110053 flag=0 multi=8.6990 len=3354	3354	35.0006	35.0006	184.802
k105_24339 flag=0 multi=6.1838 len=2407	2407	32.9513	32.9513	298.285
k105_110060 flag=1 multi=3.9884 len=2690	2690	19.8331	19.8331	58.7896
k105_110063 flag=1 multi=5.0000 len=1725	1725	13.9117	13.9117	14.1007
k105_110076 flag=0 multi=5.9744 len=4018	4018	23.069	23.069	30.1587
k105_24377 flag=1 multi=3.0000 len=2276	2276	9.97601	9.97601	8.95235
k105_110080 flag=0 multi=8.9570 len=3822	3822	38.8853	38.8853	95.6954
k105_110105 flag=1 multi=3.0000 len=2192	2192	12.8453	12.8453	15.9702
k105_24407 flag=0 multi=5.5236 len=4062	4062	24.1127	24.1127	30.6094
k105_24424 flag=0 multi=3.6885 len=1585	1585	17.784	17.784	62.3492
k105_110115 flag=1 multi=4.0000 len=4834	4834	13.2568	13.2568	22.2641
k105_24426 flag=1 multi=2.9607 len=2039	2039	12.4749	12.4749	18.8669
k105_110127 flag=1 multi=3.0000 len=2876	2876	10.9318	10.9318	9.27761
k105_24435 flag=1 multi=2.7365 len=2124	2124	8.00963	8.00963	5.28071
k105_24437 flag=1 multi=4.0000 len=1639	1639	13.5393	13.5393	28.4314
k105_24440 flag=1 multi=4.0000 len=2198	2198	13.6064	13.6064	16.2631
k105_110130 flag=0 multi=8.3109 len=12310	12310	27.612	27.612	60.0016
k105_24455 flag=1 multi=3.0000 len=1755	1755	11.8804	11.8804	14.4035
k105_24462 flag=0 multi=7.9611 len=1905	1905	29.1048	29.1048	26.4176
k105_110151 flag=0 multi=3.0000 len=2076	2076	13.1277	13.1277	16.7017
k105_24474 flag=1 multi=2.8963 len=2689	2689	20.9543	20.9543	34.7922
k105_110156 flag=1 multi=3.3777 len=4082	4082	14.1638	14.1638	21.6399
k105_24476 flag=1 multi=4.0000 len=4119	4119	12.9665	12.9665	14.6029
k105_24478 flag=0 multi=4.9725 len=1558	1558	17.1257	17.1257	40.4212
k105_24479 flag=0 multi=12.0644 len=5385	5385	36.5807	36.5807	136.825
k105_24484 flag=1 multi=2.8605 len=1739	1739	26.7212	26.7212	77.0639
k105_110172 flag=1 multi=4.0000 len=6684	6684	13.4965	13.4965	21.0282
k105_24486 flag=1 multi=3.0000 len=1885	1885	11.5268	11.5268	8.90451
k105_110184 flag=0 multi=62.3927 len=6272	6272	246.099	246.099	7812.13
k105_24494 flag=1 multi=4.0000 len=4642	4642	13.9757	13.9757	14.66
k105_110193 flag=0 multi=65.7244 len=2489	2489	284.512	284.512	3948.19
k105_24506 flag=0 multi=4.5586 len=4235	4235	26.0333	26.0333	69.086
k105_24510 flag=0 multi=3.9826 len=1830	1830	11.9958	11.9958	11.891
k105_24515 flag=1 multi=2.7167 len=1552	1552	17.9586	17.9593	74.603
k105_24517 flag=1 multi=3.0000 len=1986	1986	11.7631	11.7631	10.5863
k105_110211 flag=0 multi=5.9927 len=6913	6913	17.2289	17.2289	32.9781
k105_110231 flag=0 multi=21.6587 len=5390	5390	84.3116	84.3118	2160.22
k105_24523 flag=0 multi=6.9855 len=18665	18665	23.7182	23.7182	37.0619
k105_110246 flag=1 multi=5.0000 len=3787	3787	16.0715	16.0715	19.0815
k105_24524 flag=0 multi=9.1060 len=7889	7889	27.4233	27.4233	65.2961
k105_24525 flag=0 multi=6.8828 len=2818	2818	31.8812	31.8812	96.8282
k105_110248 flag=0 multi=4.8649 len=3948	3948	27.5977	27.5977	152.561
k105_24529 flag=1 multi=2.0000 len=1698	1698	9.25517	9.25517	12.2316
k105_110260 flag=1 multi=3.0000 len=1587	1587	15.2248	15.2248	29.1118
k105_24537 flag=0 multi=9.9494 len=1883	1883	40.2291	40.2291	87.9466
k105_110271 flag=1 multi=3.8646 len=1811	1811	15.0355	15.0355	18.5018
k105_110284 flag=0 multi=6.9118 len=1896	1896	31.2812	31.2812	152.603
k105_110285 flag=1 multi=4.3824 len=2579	2579	21.0984	21.0984	53.0418
k105_24542 flag=0 multi=31.9805 len=16036	16036	93.9945	93.9945	173.63
k105_110289 flag=0 multi=3.9928 len=4272	4272	13.1912	13.1912	10.4986
k105_110296 flag=0 multi=12.0000 len=2596	2596	45.018	45.018	81.0093
k105_110298 flag=1 multi=4.0000 len=6009	6009	13.8705	13.8705	20.118
k105_110300 flag=1 multi=4.0000 len=2676	2676	14.1302	14.1302	26.5972
k105_24550 flag=0 multi=6.9958 len=21737	21737	24.0309	24.0309	45.1926
k105_110328 flag=0 multi=3.9856 len=2192	2192	20.4496	20.4496	53.5618
k105_110334 flag=1 multi=6.0000 len=2145	2145	18.9313	18.9313	20.2365
k105_24566 flag=0 multi=4.9048 len=6471	6471	21.7323	21.7323	34.9396
k105_24578 flag=0 multi=2.8225 len=2066	2066	11.1508	11.1508	9.34694
k105_24582 flag=1 multi=2.8831 len=1593	1593	8.37006	8.37006	6.66182
k105_24585 flag=0 multi=6.0000 len=2291	2291	26.0444	26.0444	31.5023
k105_24602 flag=0 multi=51.1068 len=2512	2512	274.704	274.704	6798.58
k105_24612 flag=1 multi=6.0000 len=3503	3503	17.7999	17.7999	24.7024
k105_110348 flag=0 multi=7.9791 len=28627	28627	22.0742	22.0742	37.1448
k105_110354 flag=0 multi=6.9461 len=2332	2332	20.2214	20.2214	23.34
k105_110358 flag=1 multi=4.0000 len=1509	1509	14.9536	14.9536	16.8336
k105_24637 flag=1 multi=4.0000 len=2311	2311	13.2471	13.2471	15.9341
k105_110361 flag=1 multi=2.9429 len=3255	3255	30.6757	30.6757	109.392
k105_24639 flag=0 multi=8.9743 len=3214	3214	29.188	29.188	37.9662
k105_110377 flag=1 multi=5.0000 len=1688	1688	14.1678	14.1678	9.87164
k105_24645 flag=0 multi=9.2319 len=2158	2158	43.7485	43.7485	168.768
k105_24646 flag=0 multi=10.9158 len=6635	6635	36.2885	36.2885	59.0861
k105_110391 flag=0 multi=67.0275 len=1560	1560	207.504	207.504	1659.41
k105_24648 flag=0 multi=4.2073 len=3323	3323	21.8333	21.8333	101.847
k105_110403 flag=1 multi=2.6324 len=2798	2798	15.5204	15.5204	39.841
k105_24653 flag=1 multi=4.0000 len=2185	2185	11.4201	11.4201	10.0618
k105_24659 flag=1 multi=5.0000 len=5200	5200	14.0121	14.0121	14.116
k105_110424 flag=0 multi=5.0000 len=1898	1898	17.1911	17.1911	57.1339
k105_110426 flag=1 multi=4.7169 len=1504	1504	39.8538	39.8538	2743.83
k105_24660 flag=1 multi=7.0000 len=7479	7479	20.6356	20.6356	24.4333
k105_24662 flag=1 multi=3.9922 len=4360	4360	12.4589	12.4589	8.44574
k105_24665 flag=1 multi=3.7509 len=3550	3550	12.5588	12.5588	20.1547
k105_24666 flag=0 multi=3.9899 len=3078	3078	19.3388	19.3388	72.3157
k105_24669 flag=0 multi=9.0000 len=3595	3595	30.1007	30.1007	62.9284
k105_110444 flag=0 multi=7.0000 len=15389	15389	21.229	21.229	38.2337
k105_24673 flag=0 multi=11.9844 len=2025	2025	63.9739	63.9739	279.874
k105_110446 flag=1 multi=1.9896 len=1552	1552	14.4815	14.4815	26.1114
k105_24675 flag=1 multi=6.8145 len=2736	2736	38.4022	38.4022	271.992
k105_24682 flag=1 multi=6.7307 len=2823	2823	27.1833	27.1833	226.717
k105_110460 flag=0 multi=56.2885 len=4846	4846	203.971	203.971	908.865
k105_24689 flag=0 multi=23.9821 len=4466	4466	80.0869	80.0869	183.621
k105_110464 flag=1 multi=2.9443 len=3585	3585	18.0221	18.0221	31.8437
k105_24696 flag=1 multi=6.0000 len=5404	5404	15.9381	15.9381	18.3234
k105_110481 flag=1 multi=4.0000 len=1517	1517	12.3248	12.3248	16.4976
k105_110483 flag=1 multi=8.9648 len=1753	1753	41.9114	41.9114	133.784
k105_24698 flag=1 multi=3.0000 len=2002	2002	9.47408	9.47408	10.3099
k105_110485 flag=1 multi=3.0000 len=1708	1708	12.9095	12.9095	31.6377
k105_110525 flag=1 multi=3.0000 len=1817	1817	9.58128	9.58128	7.20033
k105_24747 flag=1 multi=2.9111 len=2558	2558	11.495	11.495	24.7977
k105_110543 flag=1 multi=3.0000 len=1863	1863	12.0701	12.0701	7.15509
k105_110548 flag=1 multi=2.3167 len=3512	3512	13.2968	13.2968	17.9896
k105_110552 flag=1 multi=3.0902 len=3222	3222	23.2152	23.2152	50.5931
k105_24764 flag=0 multi=5.9967 len=21144	21144	20.8942	20.8942	34.1055
k105_110570 flag=0 multi=13.4585 len=6757	6757	45.4368	45.4368	97.1033
k105_24773 flag=0 multi=64.0505 len=3152	3152	202.724	202.724	474.637
k105_24792 flag=0 multi=4.4340 len=1582	1582	18.479	18.4797	56.2429
k105_24803 flag=1 multi=3.8290 len=1719	1719	11.6463	11.6463	17.42
k105_24808 flag=1 multi=2.8920 len=1679	1679	17.0157	17.0157	32.437
k105_110593 flag=1 multi=5.0000 len=15014	15014	14.15	14.15	17.9251
k105_110597 flag=0 multi=13.6687 len=3066	3066	60.1807	60.1807	137.645
k105_24820 flag=1 multi=5.0000 len=6882	6882	14.3188	14.3188	15.5124
k105_110601 flag=1 multi=4.0000 len=1527	1527	13.0944	13.0944	11.8573
k105_24824 flag=1 multi=4.0000 len=1936	1936	16.1473	16.1478	14.9664
k105_24827 flag=1 multi=4.0000 len=2016	2016	12.6361	12.6361	6.45146
k105_110620 flag=1 multi=4.0000 len=1781	1781	12.0533	12.0533	11.7891
k105_24832 flag=0 multi=4.9715 len=1510	1510	21.4721	21.4721	106.062
k105_110632 flag=1 multi=3.1265 len=2950	2950	23.5868	23.5868	70.011
k105_24844 flag=1 multi=2.0000 len=1573	1573	8.20661	8.20661	6.62677
k105_24852 flag=1 multi=4.0000 len=1671	1671	10.3425	10.3425	8.70959
k105_110644 flag=1 multi=3.0000 len=2083	2083	16.2623	16.2623	28.7349
k105_24862 flag=1 multi=3.0000 len=2317	2317	11.7748	11.7748	12.7129
k105_110660 flag=1 multi=4.8714 len=1971	1971	18.7913	18.7913	71.373
k105_24883 flag=1 multi=2.7890 len=1536	1536	12.9957	12.9957	10.5632
k105_110669 flag=1 multi=7.6867 len=10693	10693	27.0785	27.0785	48.4121
k105_24892 flag=0 multi=7.9046 len=6852	6852	24.5394	24.5394	54.0959
k105_110680 flag=1 multi=6.0000 len=4736	4736	17.4568	17.4568	16.8938
k105_110689 flag=1 multi=2.0000 len=1509	1509	8.20824	8.20824	6.45218
k105_110691 flag=1 multi=8.7057 len=1909	1909	101.396	101.396	2025.05
k105_24920 flag=0 multi=6.7047 len=3014	3014	111.765	111.765	10528.1
k105_110701 flag=1 multi=2.4424 len=2641	2641	16.1766	16.1766	43.1309
k105_110710 flag=1 multi=3.0000 len=1841	1841	9.92076	9.92076	8.52985
k105_24936 flag=1 multi=3.0000 len=2516	2516	12.1268	12.1268	14.076
k105_110715 flag=0 multi=2.6512 len=1530	1530	11.6326	11.6326	9.13324
k105_24938 flag=1 multi=3.0000 len=1525	1525	11.4989	11.4989	14.3826
k105_24946 flag=1 multi=3.0000 len=3588	3588	14.6213	14.6213	25.1708
k105_110720 flag=1 multi=4.9867 len=7338	7338	21.6576	21.6576	58.3492
k105_24961 flag=0 multi=8.9832 len=4872	4872	28.2704	28.2704	75.9017
k105_24965 flag=0 multi=80.6493 len=1582	1582	419.558	419.558	3975.07
k105_24968 flag=1 multi=3.3177 len=2047	2047	17.2757	17.2757	34.0595
k105_24979 flag=1 multi=1.9651 len=1654	1654	9.19282	9.19282	9.1897
k105_24980 flag=0 multi=6.9705 len=2138	2138	23.7042	23.7042	40.7218
k105_110774 flag=0 multi=8.1969 len=1776	1776	50.2276	50.2276	131.627
k105_24981 flag=0 multi=5.9675 len=3180	3180	21.3248	21.3248	33.1336
k105_24990 flag=1 multi=3.0000 len=1992	1992	13.563	13.563	12.8925
k105_24994 flag=1 multi=2.8817 len=1661	1661	9.70615	9.70615	8.54669
k105_25004 flag=1 multi=1.8791 len=1677	1677	11.4565	11.4565	14.6558
k105_110804 flag=0 multi=10.0000 len=3930	3930	39.4352	39.4352	62.1715
k105_110806 flag=1 multi=3.0000 len=2073	2073	11.4644	11.4644	35.251
k105_25016 flag=1 multi=2.9548 len=2581	2581	11.7264	11.7264	27.3866
k105_110812 flag=1 multi=3.2322 len=1802	1802	27.7113	27.7113	108.787
k105_25017 flag=0 multi=10.8213 len=1784	1784	44.1506	44.1506	126.723
k105_110815 flag=0 multi=35.7709 len=1812	1812	60.6787	60.6787	880.511
k105_110824 flag=0 multi=41.6877 len=3563	3563	172.321	172.321	4458.51
k105_25027 flag=0 multi=8.8849 len=5247	5247	29.8132	29.8132	65.0689
k105_25037 flag=1 multi=4.0000 len=1728	1728	13.7459	13.7459	12.3634
k105_25038 flag=0 multi=10.0871 len=3595	3595	32.5872	32.5872	103.695
k105_25040 flag=1 multi=4.0000 len=4297	4297	12.2149	12.2149	17.1866
k105_25057 flag=0 multi=156.5028 len=1511	1511	549.603	549.604	59886.3
k105_110868 flag=1 multi=5.0000 len=5068	5068	14.1686	14.1686	17.4827
k105_25068 flag=1 multi=4.7629 len=2383	2383	25.0766	25.0766	37.276
k105_110878 flag=1 multi=4.9025 len=2116	2116	21.5926	21.5926	48.3027
k105_25075 flag=1 multi=4.3320 len=2096	2096	21.8119	21.8119	172.27
k105_25076 flag=1 multi=3.0000 len=2363	2363	14.3601	14.3601	27.9746
k105_25079 flag=1 multi=4.0000 len=2055	2055	14.4908	14.4908	15.2942
k105_110900 flag=1 multi=4.0000 len=1778	1778	13.07	13.07	6.20039
k105_25084 flag=1 multi=3.0000 len=3253	3253	10.1766	10.1766	12.1247
k105_110909 flag=1 multi=2.8120 len=2350	2350	16.1105	16.1105	37.0332
k105_25091 flag=1 multi=4.0000 len=2198	2198	10.7339	10.7339	18.8051
k105_110921 flag=0 multi=5.0000 len=2864	2864	18.5663	18.5667	33.5866
k105_25092 flag=1 multi=4.0000 len=5971	5971	15.0993	15.0993	27.0177
k105_110923 flag=1 multi=3.0000 len=1951	1951	13.9795	13.9795	12.9045
k105_25103 flag=1 multi=3.0000 len=1819	1819	12.6501	12.6501	18.5597
k105_110932 flag=0 multi=7.9594 len=1831	1831	35.0393	35.0399	61.6157
k105_110938 flag=1 multi=3.7050 len=2559	2559	17.8057	17.8061	52.4338
k105_110947 flag=0 multi=7.4863 len=2083	2083	38.1774	38.1774	301.578
k105_25130 flag=0 multi=6.9454 len=1863	1863	29.2668	29.2668	71.8615
k105_110960 flag=0 multi=6.3960 len=3239	3239	24.6895	24.6895	48.6651
k105_110965 flag=0 multi=7.1836 len=1935	1935	53.0801	53.0801	2106.86
k105_110970 flag=0 multi=3.9576 len=3009	3009	21.8937	21.8937	37.8893
k105_25152 flag=1 multi=5.0000 len=4646	4646	14.0625	14.0625	21.1334
k105_110972 flag=0 multi=13.9275 len=1897	1897	47.3274	47.3274	103.146
k105_25167 flag=1 multi=4.0000 len=2630	2630	13.5601	13.5601	17.7827
k105_110977 flag=0 multi=8.9787 len=3860	3860	34.9714	34.9714	1789.06
k105_25172 flag=0 multi=5.0000 len=18964	18964	16.5045	16.5045	23.3564
k105_111011 flag=0 multi=7.0000 len=2708	2708	24.421	24.421	67.3747
k105_25173 flag=1 multi=3.0000 len=2334	2334	11.3338	11.3338	11.0323
k105_111020 flag=0 multi=7.9656 len=2137	2137	48.076	48.076	140.463
k105_25187 flag=1 multi=3.0000 len=1846	1846	13.0059	13.0059	12.5781
k105_25190 flag=1 multi=3.0000 len=2483	2483	11.7248	11.7248	10.6507
k105_25198 flag=1 multi=4.0000 len=6879	6879	13	13	19.6249
k105_111052 flag=0 multi=4.7507 len=2319	2319	25.9331	25.9336	52.9961
k105_25203 flag=0 multi=5.9811 len=2744	2744	21.7953	21.7953	73.7013
k105_111060 flag=1 multi=3.3479 len=1861	1861	41.5868	41.5868	1615.62
k105_25217 flag=1 multi=3.0000 len=1635	1635	11.503	11.503	17.8957
k105_111074 flag=1 multi=4.0000 len=2030	2030	12.6973	12.6973	11.5652
k105_111089 flag=0 multi=4.5034 len=1710	1710	61.4481	61.4481	5174.39
k105_111090 flag=1 multi=2.6068 len=1631	1631	16.0824	16.0824	34.2757
k105_111092 flag=1 multi=4.6217 len=1543	1543	23.9971	23.9971	58.0847
k105_111093 flag=1 multi=1.9593 len=2045	2045	11.2385	11.2385	11.1258
k105_25224 flag=0 multi=6.0402 len=13152	13152	22.2352	22.2352	54.7506
k105_111096 flag=0 multi=4.9493 len=3179	3179	22.0442	22.0442	69.6985
k105_25236 flag=1 multi=2.9533 len=2032	2032	8.34697	8.34697	2.44786
k105_25240 flag=1 multi=3.0000 len=2523	2523	9.79562	9.79562	5.14246
k105_111115 flag=0 multi=5.9814 len=2792	2792	22.5802	22.5806	50.0028
k105_25241 flag=1 multi=4.7795 len=1810	1810	22.1241	22.1241	44.826
k105_111120 flag=1 multi=4.8868 len=1518	1518	17.0022	17.0022	22.782
k105_25253 flag=1 multi=3.0000 len=2399	2399	10.5429	10.5434	15.3292
k105_25257 flag=0 multi=18.9379 len=3003	3003	68.843	68.843	114.162
k105_111127 flag=0 multi=9.1987 len=8896	8896	28.9433	28.9433	92.8329
k105_25269 flag=0 multi=3.9840 len=1981	1981	21.1638	21.1638	42.1907
k105_25270 flag=1 multi=3.0000 len=1536	1536	11.4747	11.4747	5.92607
k105_25289 flag=1 multi=2.8973 len=1760	1760	11.4491	11.4491	15.2184
k105_25290 flag=1 multi=3.8957 len=2579	2579	14.776	14.776	13.8386
k105_111160 flag=0 multi=7.8057 len=3105	3105	37.7966	37.7966	771.992
k105_111163 flag=1 multi=5.0000 len=4745	4745	22.0686	22.0688	38.7615
k105_25292 flag=1 multi=6.0000 len=10413	10413	23.4465	23.4465	36.727
k105_111173 flag=0 multi=7.5695 len=4061	4061	33.2048	33.2048	72.2477
k105_25303 flag=1 multi=6.0000 len=3040	3040	17.5294	17.5294	21.8948
k105_25304 flag=1 multi=2.9125 len=1865	1865	8.80292	8.80292	8.16539
k105_111187 flag=1 multi=5.0000 len=1531	1531	20.3266	20.3266	25.8273
k105_25308 flag=1 multi=3.0000 len=2102	2102	12.4022	12.4022	16.5768
k105_25309 flag=1 multi=3.0000 len=1770	1770	9.92778	9.92778	6.513
k105_25324 flag=1 multi=4.0000 len=1626	1626	12.1064	12.1064	14.8178
k105_25332 flag=1 multi=5.0000 len=2356	2356	15.2824	15.2824	20.2399
k105_111218 flag=0 multi=43.3164 len=2668	2668	221.593	221.593	1281.44
k105_25333 flag=1 multi=4.0000 len=3876	3876	13.5553	13.5553	15.2602
k105_25335 flag=1 multi=4.0000 len=1661	1661	14.8901	14.8901	21.6145
k105_111225 flag=0 multi=16.8412 len=3191	3191	70.2249	70.2249	348.002
k105_25345 flag=1 multi=3.0000 len=1998	1998	11.1207	11.1207	11.9113
k105_25363 flag=1 multi=3.0000 len=1690	1690	9.0961	9.0961	5.40597
k105_111259 flag=0 multi=5.0000 len=1589	1589	15.8652	15.8652	14.1029
k105_25374 flag=1 multi=3.0000 len=1558	1558	11.8707	11.8707	7.25264
k105_111261 flag=0 multi=6.0000 len=5001	5001	26.4762	26.4762	58.0661
k105_25378 flag=0 multi=6.9663 len=1888	1888	28.0035	28.0035	49.2274
k105_111271 flag=1 multi=3.0000 len=2823	2823	11.9813	11.9813	11.174
k105_111276 flag=0 multi=7.5425 len=5864	5864	25.8992	25.8992	64.0105
k105_25406 flag=0 multi=2.9891 len=1939	1939	14.0307	14.0307	12.6215
k105_111277 flag=0 multi=4.9731 len=1592	1592	19.457	19.457	45.3285
k105_25407 flag=1 multi=3.0000 len=1539	1539	11.4572	11.4572	10.8809
k105_111283 flag=1 multi=3.2914 len=1711	1711	18.0878	18.0878	91.3583
k105_25410 flag=0 multi=10.7438 len=2779	2779	59.8212	59.8212	113.619
k105_111299 flag=0 multi=5.0000 len=3275	3275	23.8291	23.8291	85.1735
k105_111302 flag=0 multi=8.8722 len=1639	1639	35.5668	35.5675	64.4581
k105_25422 flag=1 multi=2.9817 len=4688	4688	11.0829	11.0829	11.5827
k105_111304 flag=0 multi=3.5647 len=2839	2839	19.1175	19.1175	35.0995
k105_25431 flag=1 multi=3.0000 len=1587	1587	11.952	11.952	16.1808
k105_111312 flag=0 multi=11.6870 len=1696	1696	61.066	61.066	94.3349
k105_25448 flag=0 multi=15.0000 len=4699	4699	61.0578	61.0578	248.192
k105_111316 flag=1 multi=6.0000 len=7528	7528	23.402	23.402	51.1419
k105_111318 flag=1 multi=4.0000 len=2867	2867	10.8116	10.8116	12.3435
k105_25452 flag=0 multi=6.9854 len=4208	4208	21.6397	21.6397	26.826
k105_111319 flag=0 multi=5.8177 len=1641	1641	22.3528	22.3528	108.592
k105_25468 flag=0 multi=2.7766 len=3005	3005	17.2687	17.2687	65.7073
k105_25469 flag=0 multi=7.6940 len=1510	1510	71.7169	71.7169	522.973
k105_111347 flag=1 multi=4.0000 len=1911	1911	11.5315	11.5315	14.2536
k105_111354 flag=1 multi=1.9654 len=2765	2765	9.09025	9.09063	9.70526
k105_25495 flag=1 multi=3.0000 len=1542	1542	13.518	13.518	10.7085
k105_25497 flag=0 multi=4.9754 len=1730	1730	22.7272	22.7272	32.4568
k105_111357 flag=1 multi=2.9597 len=3826	3826	12.2182	12.2182	12.6783
k105_111370 flag=1 multi=3.0000 len=1908	1908	9.2463	9.2463	9.80669
k105_25523 flag=0 multi=2.6651 len=1583	1583	15.9958	15.9958	24.1536
k105_25525 flag=1 multi=5.7449 len=5483	5483	21.7289	21.7289	32.8651
k105_111384 flag=1 multi=3.9630 len=3105	3105	27.8335	27.8335	99.058
k105_25530 flag=1 multi=3.0000 len=2740	2740	15.6278	15.6278	27.2333
k105_25553 flag=0 multi=6.9544 len=2868	2868	26.9625	26.9625	100.414
k105_25561 flag=1 multi=4.0000 len=1875	1875	11.0417	11.0417	10.163
k105_25569 flag=0 multi=5.9632 len=2819	2819	24.474	24.474	38.1142
k105_25604 flag=0 multi=5.0000 len=3055	3055	23.2324	23.2324	63.233
k105_25624 flag=1 multi=2.9525 len=2672	2672	14.8148	14.8148	21.9884
k105_111387 flag=0 multi=10.9714 len=65267	65267	31.5888	31.5888	64.0956
k105_25647 flag=1 multi=7.0000 len=2609	2609	23.8804	23.8804	61.2819
k105_111400 flag=0 multi=14.9402 len=4788	4788	47.2096	47.2096	85.2301
k105_25672 flag=1 multi=2.0000 len=2175	2175	10.197	10.197	9.99031
k105_111407 flag=1 multi=4.0000 len=1873	1873	12.415	12.415	12.1603
k105_25696 flag=1 multi=5.0000 len=4187	4187	30.7476	30.7476	125.264
k105_111428 flag=1 multi=3.0000 len=1940	1940	14.6369	14.6369	31.0029
k105_25698 flag=1 multi=2.9407 len=1792	1792	12.014	12.014	21.1619
k105_111429 flag=0 multi=5.3338 len=5968	5968	26.1449	26.1449	50.1066
k105_111439 flag=1 multi=3.0000 len=2571	2571	13.2251	13.2251	11.8347
k105_111440 flag=1 multi=3.0000 len=3632	3632	11.9417	11.9417	13.7148
k105_25720 flag=1 multi=4.0000 len=8034	8034	13.1284	13.1284	12.1923
k105_111441 flag=0 multi=8.5932 len=1725	1725	61.4089	61.4089	74.4996
k105_111447 flag=0 multi=10.6906 len=1582	1582	35.0077	35.0077	82.9289
k105_25730 flag=0 multi=6.9791 len=2977	2977	27.3619	27.3619	53.0177
k105_111450 flag=1 multi=3.5655 len=1930	1930	14.5152	14.5152	13.0638
k105_111455 flag=1 multi=4.0000 len=3919	3919	14.2465	14.2465	31.6337
k105_25749 flag=1 multi=3.0000 len=2918	2918	13.5452	13.5452	15.7008
k105_111476 flag=1 multi=3.0000 len=1584	1584	15.2629	15.2629	23.0411
k105_25764 flag=1 multi=2.8560 len=2743	2743	22.1346	22.1346	59.3165
k105_111486 flag=1 multi=2.9306 len=2814	2814	19.5957	19.5957	46.1212
k105_25765 flag=0 multi=10.4790 len=1917	1917	51.7991	51.7991	124.324
k105_111490 flag=1 multi=3.9719 len=2344	2344	31.4617	31.4617	77.4305
k105_25779 flag=0 multi=64.7494 len=2148	2148	281.003	281.003	6097.68
k105_111500 flag=0 multi=6.0000 len=6737	6737	19.015	19.015	34.98
k105_25781 flag=0 multi=9.0000 len=6529	6529	29.3323	29.3323	38.5457
k105_25782 flag=1 multi=4.0000 len=3616	3616	15.6342	15.6342	32.1196
k105_25789 flag=0 multi=6.5832 len=2612	2612	19.5126	19.5126	82.4208
k105_25792 flag=0 multi=5.9892 len=4755	4755	17.3166	17.3166	27.2686
k105_25807 flag=1 multi=2.5968 len=1975	1975	11.5145	11.5145	8.93303
k105_25808 flag=1 multi=4.0000 len=2740	2740	13.8266	13.8266	15.7122
k105_111558 flag=1 multi=2.0000 len=1579	1579	7.79496	7.79496	5.68693
k105_111561 flag=1 multi=3.0000 len=2258	2258	11.9213	11.9213	10.6127
k105_25813 flag=1 multi=4.0662 len=4303	4303	21.1503	21.1503	72.8627
k105_111572 flag=1 multi=6.0000 len=2014	2014	23.3884	23.3884	48.1903
k105_111577 flag=0 multi=9.3419 len=6428	6428	29.5524	29.5524	122.62
k105_25835 flag=0 multi=4.6274 len=2762	2762	21.2132	21.2132	36.8878
k105_111580 flag=0 multi=37.0553 len=5316	5316	108.575	108.575	221.752
k105_25852 flag=0 multi=12.0754 len=1724	1724	83.6811	83.6811	1960.31
k105_111582 flag=0 multi=6.9771 len=2729	2729	21.2125	21.2125	22.9068
k105_25860 flag=1 multi=3.0000 len=1635	1635	8.45387	8.45387	4.0257
k105_25862 flag=1 multi=3.0000 len=2012	2012	22.6745	22.6745	101.514
k105_25874 flag=0 multi=5.9846 len=3213	3213	25.9683	25.9683	103.88
k105_111624 flag=1 multi=4.8225 len=1975	1975	19.8356	19.8356	82.3661
k105_111637 flag=1 multi=3.0000 len=1634	1634	11.7554	11.7554	23.2922
k105_111640 flag=0 multi=10.1285 len=4852	4852	37.3009	37.3009	100.249
k105_25913 flag=1 multi=4.0000 len=3776	3776	13.0474	13.0474	12.2891
k105_111642 flag=0 multi=3.8550 len=3870	3870	19.1476	19.1476	74.0644
k105_25915 flag=1 multi=5.0000 len=1690	1690	14.3318	14.3318	25.5578
k105_111656 flag=1 multi=1.9974 len=1666	1666	11.7513	11.7513	5.40279
k105_25939 flag=1 multi=1.9425 len=1617	1617	11.077	11.077	15.2335
k105_111671 flag=0 multi=8.9358 len=1757	1757	29.1307	29.1307	44.6154
k105_111676 flag=1 multi=2.3521 len=1826	1826	21.0483	21.0483	71.652
k105_111678 flag=0 multi=6.1450 len=1615	1615	30.544	30.544	59.2237
k105_25950 flag=1 multi=2.9264 len=2279	2279	13.1325	13.1325	8.68641
k105_111679 flag=1 multi=4.0000 len=1596	1596	13.2759	13.2759	8.74252
k105_25955 flag=1 multi=2.9899 len=2090	2090	16.3093	16.3093	38.5189
k105_111681 flag=1 multi=2.8708 len=2380	2380	25.8238	25.8238	126.796
k105_25991 flag=0 multi=5.9697 len=1753	1753	24.005	24.005	27.8913
k105_25995 flag=1 multi=3.0000 len=2247	2247	9.90987	9.90987	9.45132
k105_111719 flag=1 multi=4.0000 len=5230	5230	15.7785	15.7785	24.1376
k105_26019 flag=0 multi=18.0000 len=2534	2534	52.8058	52.8058	47.5088
k105_26026 flag=0 multi=6.9724 len=2573	2573	29.4552	29.4552	46.8121
k105_26029 flag=1 multi=4.0000 len=2817	2817	13.1841	13.1841	16.2963
