#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k105_19941 flag=1 multi=2.8175 len=2034	19.3854	2034	0.0000	100.0000	2034	192	205	0.5551	17	9.45
k105_104385 flag=1 multi=5.0000 len=1833	39.9602	1833	0.0000	100.0000	1833	352	377	0.3139	39	11.64
k105_104391 flag=1 multi=3.0000 len=1688	18.6126	1688	0.0000	100.0000	1688	156	158	0.4146	19	5.50
k105_19953 flag=1 multi=4.0000 len=2074	9.7488	2074	0.0000	100.0000	2074	104	100	0.5364	10	2.54
k105_104403 flag=1 multi=2.9248 len=3109	23.0772	3109	0.0000	100.0000	3109	355	370	0.6018	22	5.92
k105_104416 flag=1 multi=2.8732 len=1603	16.6363	1603	0.0000	100.0000	1603	135	133	0.4818	17	4.80
k105_19978 flag=1 multi=2.9507 len=2703	9.3285	2703	0.0000	100.0000	2703	123	131	0.5575	9	3.87
k105_19982 flag=1 multi=2.9472 len=1847	12.1695	1847	0.0000	100.0000	1847	107	117	0.5885	11	4.82
k105_104417 flag=0 multi=4.0000 len=5491	20.4475	5491	0.0000	100.0000	5491	562	560	0.4565	21	5.19
k105_19984 flag=0 multi=6.0943 len=2067	19.3861	2067	0.0000	100.0000	2067	209	196	0.4121	19	5.82
k105_104425 flag=0 multi=3.0000 len=1636	17.5556	1636	0.0000	100.0000	1636	145	144	0.4581	18	4.57
k105_19990 flag=1 multi=2.0000 len=1715	9.9335	1715	0.0000	100.0000	1715	84	86	0.5401	10	3.84
k105_19996 flag=1 multi=4.0000 len=1771	21.3557	1771	0.0000	100.0000	1771	186	194	0.6236	22	6.33
k105_20010 flag=1 multi=3.4939 len=2387	24.1391	2387	0.0000	100.0000	2387	287	289	0.3738	24	6.12
k105_20019 flag=0 multi=2.9219 len=1514	26.4789	1514	0.0000	100.0000	1514	207	202	0.5986	26	7.08
k105_20028 flag=1 multi=2.0000 len=1552	10.6682	1552	0.0000	100.0000	1552	82	84	0.5168	11	3.16
k105_104475 flag=0 multi=7.1441 len=2596	39.9087	2596	0.0000	100.0000	2596	512	520	0.2967	41	8.69
k105_20047 flag=0 multi=3.4575 len=2258	21.9150	2258	0.0000	100.0000	2258	250	251	0.3347	17	12.47
k105_104484 flag=1 multi=3.5382 len=5172	16.0070	5172	0.0000	100.0000	5172	406	418	0.4164	16	5.25
k105_20088 flag=0 multi=7.3862 len=2200	30.8214	2200	0.0000	100.0000	2200	336	341	0.4410	31	14.24
k105_104533 flag=1 multi=2.0000 len=1629	9.5285	1629	0.0000	100.0000	1629	78	78	0.5512	10	4.37
k105_104535 flag=1 multi=4.0000 len=3407	14.4787	3407	0.0000	100.0000	3407	244	248	0.4905	13	5.20
k105_20089 flag=1 multi=3.5187 len=6130	25.1098	6130	0.0000	100.0000	6130	760	797	0.6104	24	7.98
k105_104536 flag=0 multi=4.9210 len=3043	31.4055	3043	0.0000	100.0000	3043	474	482	0.3488	28	15.26
k105_20110 flag=0 multi=3.3352 len=1680	35.0601	1680	0.0000	100.0000	1680	292	300	0.3297	34	13.31
k105_104556 flag=1 multi=1.9659 len=1950	13.3154	1950	0.0000	100.0000	1950	133	133	0.5156	13	4.54
k105_20111 flag=1 multi=2.8495 len=2078	19.8109	2078	0.0000	100.0000	2078	206	212	0.6188	20	7.89
k105_104557 flag=1 multi=1.8900 len=1887	21.5628	1887	0.0000	100.0000	1887	201	209	0.5636	22	5.53
k105_104561 flag=0 multi=6.0000 len=4402	36.6420	4402	0.0000	100.0000	4402	813	800	0.3215	37	7.50
k105_104562 flag=1 multi=4.9095 len=5056	31.1905	5056	0.0000	100.0000	5056	782	794	0.4726	32	7.90
k105_104565 flag=1 multi=1.9078 len=1678	28.7092	1678	0.0000	100.0000	1678	242	242	0.4667	29	5.24
k105_20155 flag=0 multi=5.0844 len=1799	37.1845	1799	0.0000	100.0000	1799	347	333	0.3362	25	29.79
k105_104585 flag=1 multi=5.5337 len=2966	25.9100	2966	0.0000	100.0000	2966	388	384	0.3476	25	12.46
k105_20181 flag=1 multi=3.0000 len=1501	12.8561	1501	0.0000	100.0000	1501	98	97	0.5173	11	5.02
k105_104606 flag=1 multi=3.0000 len=1988	24.8637	1988	0.0000	99.5473	1979	238	254	0.2481	24	9.82
k105_104617 flag=1 multi=3.0000 len=1911	28.1345	1911	0.0000	100.0000	1911	271	268	0.4589	27	7.64
k105_20198 flag=0 multi=2.0000 len=1663	23.3073	1663	0.0000	100.0000	1663	195	198	0.5575	23	7.89
k105_104621 flag=1 multi=3.0000 len=2174	19.8776	2174	0.0000	100.0000	2174	215	218	0.4029	18	8.11
k105_20199 flag=1 multi=3.0000 len=1506	22.8506	1506	0.0000	100.0000	1506	170	182	0.6077	22	9.33
k105_20201 flag=1 multi=2.5426 len=1749	14.6015	1749	0.0000	100.0000	1749	127	131	0.5606	13	7.27
k105_20203 flag=1 multi=2.0000 len=1509	28.9529	1509	0.0000	100.0000	1509	211	230	0.5800	31	9.74
k105_104637 flag=1 multi=2.0000 len=2153	14.9842	2153	0.0000	100.0000	2153	158	164	0.5515	15	4.90
k105_104639 flag=0 multi=6.0000 len=4061	34.8638	4061	0.0000	100.0000	4061	702	708	0.2968	36	11.74
k105_20220 flag=0 multi=4.8335 len=2651	33.2908	2651	0.0000	100.0000	2651	428	451	0.4182	34	9.66
k105_20222 flag=1 multi=3.0000 len=1767	11.6293	1767	0.0000	100.0000	1767	104	103	0.5101	10	4.60
k105_104663 flag=1 multi=2.8285 len=2239	31.1688	2239	0.0000	100.0000	2239	351	354	0.5152	31	5.88
k105_20226 flag=1 multi=1.9121 len=1595	11.7937	1595	0.0000	100.0000	1595	94	95	0.3641	12	3.48
k105_104664 flag=0 multi=4.2166 len=2460	25.9972	2460	0.0000	100.0000	2460	325	315	0.3271	25	8.00
k105_20228 flag=1 multi=3.0000 len=1967	11.3330	1967	0.0000	100.0000	1967	113	109	0.4552	11	3.49
k105_20231 flag=0 multi=5.1426 len=14705	25.3339	14705	0.0000	100.0000	14705	1814	1898	0.4015	25	8.95
k105_104682 flag=1 multi=6.4342 len=10720	43.8131	10720	0.0000	100.0000	10720	2283	2385	0.3026	45	12.34
k105_20238 flag=1 multi=2.0000 len=1837	16.3310	1837	0.0000	100.0000	1837	151	148	0.3948	16	4.92
k105_104698 flag=1 multi=2.3850 len=1679	102.9029	1679	0.0000	100.0000	1679	817	904	0.3565	90	56.38
k105_104724 flag=0 multi=6.3366 len=1721	89.3411	1721	0.0000	100.0000	1721	771	775	0.3167	86	17.73
k105_104749 flag=0 multi=3.9834 len=1916	25.3706	1916	0.0000	100.0000	1916	242	246	0.4712	26	8.88
k105_20304 flag=1 multi=2.9247 len=1884	14.7150	1884	0.0000	100.0000	1884	137	139	0.3885	14	5.78
k105_20310 flag=0 multi=13.5771 len=1557	86.2897	1557	0.0000	100.0000	1557	679	677	0.2857	85	12.92
k105_20311 flag=1 multi=3.0000 len=1980	12.2333	1980	0.0000	100.0000	1980	122	124	0.6997	13	4.84
k105_104776 flag=0 multi=5.0000 len=1723	33.3883	1723	0.0000	99.3035	1711	288	282	0.2846	37	12.15
k105_104790 flag=1 multi=2.9325 len=3039	18.3054	3039	0.0000	100.0000	3039	270	283	0.3112	19	6.44
k105_20343 flag=1 multi=3.0000 len=1574	8.7516	1574	0.0000	100.0000	1574	68	70	0.5413	9	2.19
k105_104809 flag=1 multi=3.0000 len=5024	17.4723	5024	0.0000	100.0000	5024	423	450	0.4539	18	5.35
k105_20350 flag=0 multi=8.9470 len=5367	35.9232	5367	0.0000	100.0000	5367	923	938	0.4296	35	7.72
k105_104817 flag=0 multi=6.0000 len=5639	23.0215	5639	0.0000	100.0000	5639	648	649	0.3807	22	7.02
k105_20379 flag=1 multi=3.0000 len=3182	13.2524	3182	0.0000	100.0000	3182	212	213	0.6232	13	3.59
k105_20383 flag=1 multi=1.9475 len=1704	8.1772	1704	0.0000	100.0000	1704	69	71	0.5335	8	2.60
k105_104841 flag=0 multi=6.9923 len=7945	29.8813	7945	0.0000	100.0000	7945	1189	1186	0.3762	28	10.01
k105_104846 flag=1 multi=4.3204 len=1778	46.0585	1778	0.0000	100.0000	1778	395	421	0.3394	35	26.13
k105_20403 flag=1 multi=3.0000 len=2179	8.2772	2179	0.0000	100.0000	2179	90	91	0.5168	8	2.71
k105_104857 flag=1 multi=1.6999 len=1831	11.5691	1831	0.0000	100.0000	1831	108	107	0.4054	12	3.17
k105_20409 flag=0 multi=25.4882 len=4075	116.3848	4075	0.0000	100.0000	4075	2360	2356	0.3094	119	19.58
k105_104861 flag=1 multi=4.0000 len=1742	16.5316	1742	0.0000	100.0000	1742	142	144	0.3384	17	7.22
k105_104867 flag=1 multi=4.0000 len=1790	13.5419	1790	0.0000	100.0000	1790	121	122	0.5320	13	5.81
k105_104873 flag=1 multi=2.8219 len=1756	27.7762	1756	0.0000	100.0000	1756	217	269	0.2782	30	11.78
k105_104878 flag=0 multi=4.5509 len=1942	29.7245	1942	0.0000	100.0000	1942	284	293	0.3604	31	7.74
k105_104882 flag=1 multi=2.9252 len=3127	35.5267	3127	0.0000	100.0000	3127	517	592	0.3385	34	12.73
k105_20420 flag=0 multi=9.7050 len=16646	49.3594	16646	0.0000	100.0000	16646	3969	4184	0.3362	42	26.39
k105_20426 flag=1 multi=4.0000 len=3283	22.3951	3283	0.0000	100.0000	3283	361	374	0.3445	21	6.95
k105_104903 flag=0 multi=8.5531 len=3860	45.4749	3860	0.0000	100.0000	3860	869	878	0.3121	46	10.83
k105_104904 flag=1 multi=3.0000 len=1862	13.9989	1862	0.0000	100.0000	1862	130	130	0.3521	13	5.18
k105_104907 flag=1 multi=2.2285 len=3366	27.1824	3366	0.0000	100.0000	3366	439	474	0.3464	24	12.32
k105_104911 flag=1 multi=3.0000 len=1529	11.1354	1529	0.0000	100.0000	1529	83	87	0.4448	11	4.09
k105_20444 flag=0 multi=7.1081 len=6579	42.9188	6579	0.0000	100.0000	6579	1390	1416	0.3426	37	19.29
k105_20446 flag=1 multi=1.9202 len=2272	55.7381	2272	0.0000	100.0000	2272	612	657	0.2901	48	24.51
k105_104925 flag=1 multi=3.8924 len=3041	17.3676	3041	0.0000	100.0000	3041	263	266	0.3582	17	4.86
k105_104938 flag=1 multi=1.9416 len=1681	10.3938	1681	0.0000	100.0000	1681	88	87	0.4841	10	4.23
k105_20461 flag=0 multi=7.7999 len=5582	49.5156	5582	0.0000	100.0000	5582	1331	1424	0.3218	41	29.16
k105_20465 flag=1 multi=4.0000 len=1642	11.0512	1642	0.0000	100.0000	1642	91	91	0.5592	12	3.43
k105_104958 flag=1 multi=3.0000 len=2392	15.7170	2392	0.0000	100.0000	2392	180	193	0.3269	16	5.55
k105_20474 flag=0 multi=5.9624 len=7366	37.0114	7366	0.0000	100.0000	7366	1308	1410	0.3242	38	10.89
k105_104970 flag=0 multi=4.8116 len=1570	32.5191	1570	0.0000	100.0000	1570	257	255	0.2787	33	7.94
k105_104978 flag=0 multi=2.9567 len=2090	32.5455	2090	0.0000	100.0000	2090	339	341	0.3532	33	8.41
k105_20490 flag=1 multi=3.0000 len=3604	16.6321	3604	0.0000	100.0000	3604	297	314	0.6293	17	5.76
k105_104993 flag=1 multi=2.9686 len=2395	49.1081	2395	0.0000	100.0000	2395	549	618	0.3400	48	21.20
k105_20510 flag=1 multi=2.0000 len=1730	8.2468	1730	0.0000	100.0000	1730	71	72	0.4812	8	2.54
k105_20513 flag=1 multi=9.2625 len=17117	33.5200	17117	0.0000	100.0000	17117	2781	2818	0.3381	33	10.09
k105_105034 flag=1 multi=3.0000 len=4180	14.5763	4180	0.0000	100.0000	4180	297	306	0.3500	14	4.25
k105_20520 flag=1 multi=2.9498 len=3332	21.4361	3332	0.0000	100.0000	3332	353	362	0.3928	17	10.87
k105_105042 flag=0 multi=8.9840 len=5120	37.8580	5120	0.0000	100.0000	5120	962	959	0.3406	32	20.80
k105_105049 flag=1 multi=5.0000 len=6679	24.5940	6679	0.0000	100.0000	6679	815	818	0.2952	25	7.34
k105_105072 flag=1 multi=5.0000 len=2971	23.6055	2971	0.0000	100.0000	2971	337	362	0.3761	24	7.35
k105_20565 flag=1 multi=4.0000 len=2102	12.2493	2102	0.0000	100.0000	2102	128	128	0.5284	13	3.34
k105_20570 flag=1 multi=2.7712 len=1530	67.9229	1530	0.0000	100.0000	1530	487	547	0.3182	59	36.34
k105_20585 flag=1 multi=2.8959 len=1565	11.0984	1565	0.0000	100.0000	1565	85	89	0.3885	11	3.97
k105_105094 flag=1 multi=3.4840 len=3770	17.4687	3770	0.0000	100.0000	3770	325	330	0.3569	16	6.79
k105_105102 flag=0 multi=10.7371 len=2570	60.3125	2570	0.0000	100.0000	2570	772	780	0.3293	60	8.97
k105_105107 flag=0 multi=8.7167 len=14280	45.1180	14280	0.0000	100.0000	14280	3184	3228	0.3457	44	11.67
k105_20624 flag=1 multi=3.0000 len=3776	11.9531	3776	0.0000	100.0000	3776	224	225	0.5360	11	4.70
k105_105136 flag=1 multi=1.9816 len=1794	8.3088	1794	0.0000	100.0000	1794	75	76	0.4367	8	2.96
k105_20634 flag=0 multi=6.0000 len=1678	100.2521	1678	0.0000	100.0000	1678	789	893	0.3238	95	37.30
k105_20637 flag=1 multi=3.0000 len=2012	13.2788	2012	0.0000	100.0000	2012	131	137	0.3708	13	4.03
k105_20640 flag=1 multi=1.9444 len=1759	12.3030	1759	0.0000	100.0000	1759	107	109	0.3797	13	3.31
k105_105147 flag=0 multi=10.9441 len=9333	46.4043	9333	0.0000	100.0000	9333	2162	2157	0.3609	42	17.93
k105_20647 flag=1 multi=3.0000 len=1723	9.5496	1723	0.0000	100.0000	1723	83	82	0.3886	10	2.81
k105_20653 flag=0 multi=5.9658 len=1566	50.5581	1566	0.0000	100.0000	1566	387	407	0.4480	51	12.25
k105_20654 flag=1 multi=4.0000 len=2418	13.2097	2418	0.0000	100.0000	2418	152	167	0.4633	14	5.12
k105_20669 flag=1 multi=3.0000 len=1853	16.4873	1853	0.0000	100.0000	1853	144	163	0.3071	14	9.33
k105_105176 flag=1 multi=2.9472 len=2833	30.4271	2833	0.0000	100.0000	2833	419	446	0.5918	28	12.37
k105_105189 flag=1 multi=1.8606 len=1719	48.0093	1719	0.0000	100.0000	1719	393	432	0.3559	48	11.00
k105_20684 flag=0 multi=2.8481 len=1883	34.2432	1883	0.0000	100.0000	1883	334	310	0.3671	30	17.34
k105_20693 flag=1 multi=6.0000 len=4935	28.7597	4935	0.0000	100.0000	4935	677	712	0.3035	28	8.81
k105_105224 flag=1 multi=8.0000 len=2094	47.1041	2094	0.0000	100.0000	2094	492	489	0.3206	52	15.74
k105_20718 flag=1 multi=3.8971 len=1533	33.7267	1533	0.0000	100.0000	1533	258	262	0.4672	34	6.20
k105_105234 flag=1 multi=2.0000 len=1875	22.7621	1875	0.0000	100.0000	1875	207	216	0.3752	24	8.59
k105_105239 flag=1 multi=4.0000 len=1799	13.5720	1799	0.0000	100.0000	1799	118	127	0.5244	13	4.58
k105_105240 flag=1 multi=2.0000 len=4150	10.5573	4150	0.0000	100.0000	4150	220	220	0.5406	10	3.32
k105_20745 flag=0 multi=6.0000 len=2117	32.0709	2117	0.0000	100.0000	2117	333	345	0.3053	32	6.83
k105_20746 flag=1 multi=2.0000 len=1630	14.2773	1630	0.0000	100.0000	1630	116	116	0.3487	14	5.39
k105_105272 flag=1 multi=2.8901 len=1906	51.3615	1906	0.0000	100.0000	1906	444	538	0.2907	47	18.20
k105_20763 flag=1 multi=5.0000 len=7627	34.2334	7627	0.0000	100.0000	7627	1247	1347	0.3538	23	27.52
k105_105276 flag=1 multi=5.0000 len=4148	18.2464	4148	0.0000	100.0000	4148	365	391	0.3854	18	6.53
k105_105283 flag=1 multi=4.6359 len=3615	23.8822	3615	0.0000	100.0000	3615	420	442	0.3771	24	10.48
k105_105287 flag=0 multi=7.7971 len=6087	40.1983	6087	0.0000	100.0000	6087	1209	1237	0.4525	40	11.43
k105_20793 flag=0 multi=7.0000 len=2881	40.3245	2881	0.0000	100.0000	2881	586	577	0.3029	40	10.42
k105_105297 flag=1 multi=3.0000 len=1532	21.2337	1532	0.0000	98.7598	1513	161	162	0.2865	23	8.52
k105_20798 flag=1 multi=2.9061 len=1554	11.5187	1554	0.0000	100.0000	1554	89	90	0.4182	11	4.13
k105_105300 flag=0 multi=8.3511 len=3329	48.1397	3329	0.0000	100.0000	3329	778	815	0.3312	47	16.04
k105_105322 flag=1 multi=5.0000 len=2360	34.5610	2360	0.0000	99.4492	2347	392	417	0.3154	36	14.73
k105_20814 flag=1 multi=3.4280 len=3154	27.9968	3154	0.0000	100.0000	3154	441	445	0.4931	27	6.15
k105_20815 flag=1 multi=3.0000 len=1662	13.9446	1662	0.0000	100.0000	1662	116	115	0.2978	13	5.07
k105_20821 flag=1 multi=2.8691 len=1526	11.9659	1526	0.0000	100.0000	1526	88	95	0.4515	12	4.17
k105_20825 flag=1 multi=3.0000 len=2372	15.5548	2372	0.0000	100.0000	2372	183	187	0.3657	15	5.56
k105_20841 flag=1 multi=2.7748 len=1544	12.9521	1544	0.0000	100.0000	1544	100	100	0.3844	13	4.03
k105_105377 flag=1 multi=2.8939 len=1651	8.5863	1651	0.0000	100.0000	1651	71	70	0.3301	8	2.60
k105_20852 flag=1 multi=2.3714 len=2905	17.1212	2905	0.0000	100.0000	2905	244	254	0.4516	16	6.23
k105_20856 flag=1 multi=1.9599 len=2024	9.0618	2024	0.0000	100.0000	2024	93	92	0.5556	8	4.99
k105_105387 flag=0 multi=4.7016 len=1526	47.3067	1526	0.0000	100.0000	1526	361	363	0.4715	48	16.39
k105_20863 flag=1 multi=3.0000 len=2605	23.3923	2605	0.0000	99.9232	2603	305	303	0.3390	23	6.51
k105_20870 flag=1 multi=2.0000 len=1936	15.7025	1936	0.0000	100.0000	1936	155	152	0.5227	16	4.23
k105_105406 flag=0 multi=9.0000 len=3536	52.5846	3536	0.0000	100.0000	3536	918	932	0.3547	52	14.47
k105_20872 flag=0 multi=4.0872 len=3707	34.3688	3707	0.0000	100.0000	3707	634	640	0.2799	32	11.98
k105_20898 flag=1 multi=3.0000 len=4041	18.2324	4041	0.0000	100.0000	4041	362	376	0.5643	17	8.28
k105_20912 flag=1 multi=2.8996 len=1918	17.2294	1918	0.0000	100.0000	1918	159	171	0.3529	17	5.86
k105_105483 flag=1 multi=3.0000 len=1535	11.9746	1535	0.0000	100.0000	1535	92	93	0.4858	12	4.46
k105_20917 flag=1 multi=4.0000 len=1539	14.9467	1539	0.0000	100.0000	1539	114	119	0.5186	15	5.42
k105_105486 flag=1 multi=5.0000 len=4575	25.3738	4575	0.0000	100.0000	4575	566	587	0.3564	25	8.09
k105_105493 flag=1 multi=4.0000 len=1524	19.4219	1524	0.0000	100.0000	1524	148	150	0.4517	20	7.46
k105_20936 flag=0 multi=4.7394 len=2895	36.1040	2895	0.0000	99.6891	2886	522	520	0.3335	37	14.73
k105_105498 flag=1 multi=2.0000 len=1593	16.4997	1593	0.0000	100.0000	1593	132	132	0.3101	16	5.18
k105_20938 flag=0 multi=4.4732 len=1804	39.4623	1804	0.0000	100.0000	1804	362	358	0.4313	47	24.87
k105_20939 flag=0 multi=7.9134 len=1721	41.8977	1721	0.0000	100.0000	1721	364	360	0.4418	42	9.47
k105_20960 flag=1 multi=3.0000 len=7329	20.0997	7329	0.0000	100.0000	7329	726	742	0.3617	20	6.30
k105_20966 flag=1 multi=1.9388 len=1706	11.5528	1706	0.0000	100.0000	1706	99	99	0.6361	11	4.05
k105_105559 flag=0 multi=7.5165 len=4295	75.9073	4295	0.0000	100.0000	4295	1557	1683	0.3688	57	56.83
k105_20974 flag=0 multi=4.0000 len=1694	27.5502	1694	0.0000	100.0000	1694	231	237	0.2837	26	11.46
k105_20977 flag=0 multi=8.0000 len=1604	53.8180	1604	0.0000	100.0000	1604	431	432	0.3026	56	15.87
k105_105567 flag=1 multi=2.0000 len=1679	10.3371	1679	0.0000	100.0000	1679	87	89	0.5533	10	3.60
k105_20982 flag=1 multi=3.0000 len=1742	14.3817	1742	0.0000	100.0000	1742	120	130	0.3195	14	6.09
k105_105579 flag=1 multi=2.8594 len=1584	7.9678	1584	0.0000	100.0000	1584	63	65	0.5354	8	2.46
k105_21008 flag=1 multi=1.9426 len=1811	30.5097	1811	0.0000	100.0000	1811	275	278	0.4964	33	7.91
k105_105594 flag=0 multi=6.9077 len=10148	43.1989	10148	0.0000	100.0000	10148	2134	2221	0.3067	43	10.71
k105_21015 flag=0 multi=6.0273 len=1936	45.6989	1936	0.0000	100.0000	1936	438	448	0.3123	46	8.26
k105_21016 flag=1 multi=4.9311 len=2948	114.0587	2948	0.0000	100.0000	2948	1565	1781	0.3288	112	45.63
k105_21021 flag=1 multi=3.8215 len=2408	13.2122	2408	0.0000	100.0000	2408	158	159	0.3928	13	4.31
k105_21030 flag=1 multi=2.9104 len=2516	14.6773	2516	0.0000	100.0000	2516	185	183	0.3497	15	4.06
k105_105646 flag=1 multi=4.0000 len=1764	13.2234	1764	0.0000	100.0000	1764	118	114	0.6341	14	3.41
k105_105652 flag=1 multi=4.0000 len=2415	29.1673	2415	0.0000	100.0000	2415	348	354	0.3065	28	11.44
k105_105679 flag=1 multi=3.0000 len=2453	11.3314	2453	0.0000	100.0000	2453	141	140	0.5522	11	3.76
k105_105680 flag=1 multi=4.8603 len=1623	21.5804	1623	0.0000	100.0000	1623	177	172	0.3142	23	10.10
k105_21078 flag=0 multi=6.0000 len=1851	36.5867	1851	0.0000	100.0000	1851	342	334	0.2786	38	8.85
k105_21084 flag=1 multi=2.8399 len=1692	28.6974	1692	0.0000	100.0000	1692	242	248	0.5145	29	5.91
k105_21086 flag=1 multi=2.7714 len=3311	12.1888	3311	0.0000	100.0000	3311	202	202	0.5330	12	4.51
k105_105704 flag=1 multi=2.9127 len=1571	40.0446	1571	0.0000	100.0000	1571	306	323	0.2950	42	9.92
k105_105707 flag=1 multi=2.9255 len=2790	17.7674	2790	0.0000	100.0000	2790	249	247	0.2640	17	6.15
k105_21094 flag=0 multi=2.9904 len=2187	26.5519	2187	0.0000	100.0000	2187	282	288	0.3272	24	8.57
k105_21096 flag=0 multi=8.0000 len=11879	21.8798	11879	0.0000	100.0000	11879	1295	1298	0.4517	22	5.63
k105_105717 flag=0 multi=26.4066 len=15466	120.4939	15466	0.0000	100.0000	15466	9245	9288	0.3030	120	24.68
k105_21097 flag=1 multi=2.9228 len=3941	31.3524	3941	0.0000	100.0000	3941	620	619	0.4923	31	5.97
k105_21099 flag=1 multi=5.1423 len=2185	42.8677	2185	0.0000	100.0000	2185	452	478	0.3237	45	15.79
k105_105729 flag=0 multi=2.9868 len=1618	22.2719	1618	0.0000	100.0000	1618	180	185	0.3607	24	10.38
k105_105759 flag=1 multi=2.9126 len=3513	17.5289	3513	0.0000	100.0000	3513	308	304	0.3374	17	6.11
k105_21133 flag=0 multi=6.4542 len=1809	70.9060	1809	0.0000	100.0000	1809	573	576	0.5765	39	62.16
k105_105766 flag=1 multi=3.9344 len=3078	67.2697	3078	0.0000	100.0000	3078	1012	1056	0.3374	66	15.33
k105_105783 flag=1 multi=1.6153 len=2164	53.3762	2164	0.0000	100.0000	2164	541	614	0.3161	52	14.09
k105_21162 flag=0 multi=5.9646 len=1659	44.4611	1659	0.0000	100.0000	1659	367	371	0.3025	46	8.25
k105_105791 flag=0 multi=5.0000 len=3784	40.8805	3784	0.0000	100.0000	3784	756	788	0.2939	41	11.39
k105_21166 flag=1 multi=3.0000 len=3338	15.0596	3338	0.0000	100.0000	3338	246	255	0.3836	15	4.85
k105_21194 flag=1 multi=3.9904 len=3244	16.0219	3244	0.0000	100.0000	3244	256	262	0.3280	16	4.84
k105_105840 flag=1 multi=3.0000 len=2459	23.6413	2459	0.0000	97.7633	2404	293	287	0.4412	25	9.10
k105_105842 flag=1 multi=2.9344 len=2512	15.1736	2512	0.0000	100.0000	2512	190	194	0.4736	15	4.69
k105_21206 flag=1 multi=2.8685 len=3025	15.4446	3025	0.0000	100.0000	3025	232	232	0.3833	15	5.37
k105_21213 flag=0 multi=8.8506 len=5366	43.4515	5366	0.0000	100.0000	5366	1147	1173	0.3011	42	14.83
k105_105854 flag=1 multi=4.9293 len=5595	21.7709	5595	0.0000	100.0000	5595	599	614	0.3754	21	7.55
k105_105861 flag=1 multi=3.0000 len=3506	16.5801	3506	0.0000	100.0000	3506	287	293	0.4262	16	5.02
k105_21224 flag=0 multi=4.9862 len=3006	34.0925	3006	0.0000	100.0000	3006	510	514	0.3302	33	7.37
k105_21227 flag=1 multi=3.0000 len=2006	16.7463	2006	0.0000	100.0000	2006	166	168	0.3243	16	5.08
k105_105874 flag=1 multi=3.0000 len=1585	9.4814	1585	0.0000	100.0000	1585	77	76	0.6705	10	3.17
k105_21247 flag=1 multi=3.0000 len=2441	43.7067	2441	0.0000	100.0000	2441	517	546	0.3269	42	19.05
k105_21250 flag=1 multi=4.0000 len=1695	29.1440	1695	0.0000	100.0000	1695	239	255	0.3804	31	9.26
k105_105906 flag=1 multi=2.4241 len=1699	28.4226	1699	0.0000	100.0000	1699	238	244	0.2972	27	7.89
k105_21259 flag=1 multi=3.0000 len=1531	8.6793	1531	0.0000	100.0000	1531	68	67	0.5633	8	2.90
k105_105909 flag=1 multi=3.0000 len=2115	9.8137	2115	0.0000	100.0000	2115	105	104	0.5362	10	2.73
k105_105910 flag=1 multi=3.0000 len=1520	11.3664	1520	0.0000	100.0000	1520	86	86	0.3707	11	4.41
k105_21272 flag=1 multi=2.8996 len=2077	53.1796	2077	0.0000	99.7593	2072	502	594	0.2921	49	25.07
k105_105932 flag=1 multi=2.0000 len=3326	10.8842	3326	0.0000	100.0000	3326	181	183	0.5898	10	3.36
k105_21288 flag=1 multi=3.0000 len=1663	20.4017	1663	0.0000	100.0000	1663	167	172	0.3541	20	6.65
k105_105938 flag=0 multi=20.7313 len=4054	102.9558	4054	0.0000	100.0000	4054	2086	2084	0.3070	103	17.43
k105_21302 flag=1 multi=2.0000 len=1615	16.3015	1615	0.0000	100.0000	1615	121	141	0.3021	13	9.80
k105_21305 flag=1 multi=3.2078 len=5433	21.8227	5433	0.0000	100.0000	5433	572	610	0.3313	18	13.32
k105_21330 flag=0 multi=2.7461 len=2358	35.3058	2358	0.0000	99.7031	2351	401	427	0.3598	32	24.12
k105_105996 flag=1 multi=4.0000 len=3097	26.4950	3097	0.0000	100.0000	3097	411	413	0.5554	26	7.47
k105_106017 flag=1 multi=4.0000 len=2488	14.0354	2488	0.0000	99.7588	2482	174	175	0.5178	14	5.25
k105_106024 flag=1 multi=3.0000 len=2094	18.5029	2094	0.0000	100.0000	2094	195	193	0.4567	19	4.55
k105_21375 flag=1 multi=2.3347 len=1524	86.0256	1524	0.0000	100.0000	1524	624	685	0.3247	80	29.47
k105_21384 flag=1 multi=5.4556 len=5263	38.4429	5263	0.0000	100.0000	5263	1008	1008	0.3335	39	9.65
k105_106056 flag=0 multi=5.9740 len=2025	43.1323	2025	0.0000	100.0000	2025	411	458	0.3409	35	28.43
k105_21386 flag=1 multi=1.5931 len=1796	11.8062	1796	0.0000	100.0000	1796	106	110	0.6395	12	3.17
k105_106068 flag=1 multi=3.0000 len=1953	18.2478	1953	0.0000	100.0000	1953	171	171	0.2860	15	11.11
k105_21403 flag=0 multi=5.3985 len=3859	41.2954	3859	0.0000	100.0000	3859	793	800	0.3271	41	8.29
k105_106072 flag=1 multi=4.0000 len=6585	23.4662	6585	0.0000	100.0000	6585	761	796	0.6132	23	7.07
k105_21407 flag=0 multi=6.4934 len=1929	32.6962	1929	0.0000	99.8445	1926	313	314	0.3414	25	21.79
