#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k105_100288 flag=1 multi=7.5972 len=2553	35.5237	2553	0.0000	100.0000	2553	432	470	0.3275	23	28.01
k105_13821 flag=0 multi=6.0000 len=4508	20.8969	4508	0.0000	100.0000	4508	469	471	0.4888	21	5.88
k105_100297 flag=1 multi=4.0000 len=4582	7.7770	4582	0.0000	100.0000	4582	177	177	0.4228	7	3.48
k105_13823 flag=0 multi=7.6648 len=3786	17.0634	3786	0.0000	100.0000	3786	324	334	0.6277	19	7.45
k105_13828 flag=1 multi=3.0000 len=1888	7.6610	1888	0.0000	100.0000	1888	73	72	0.2786	8	2.98
k105_13834 flag=0 multi=5.1975 len=2059	19.0335	2059	0.0000	99.5143	2049	193	203	0.5819	19	6.27
k105_100300 flag=0 multi=12.0663 len=8058	30.1421	8058	0.0000	100.0000	8058	1210	1210	0.4090	30	7.64
k105_13846 flag=0 multi=3.9907 len=3326	7.4299	3326	0.0000	100.0000	3326	121	125	0.4088	7	3.21
k105_13851 flag=1 multi=2.8768 len=1761	7.2987	1761	0.0000	98.0125	1726	65	63	0.3813	7	3.45
k105_13853 flag=1 multi=2.8989 len=1865	36.1651	1865	0.0000	100.0000	1865	299	375	0.3181	37	15.21
k105_13857 flag=0 multi=4.9951 len=8314	9.1286	8314	0.0000	100.0000	8314	379	381	0.4506	9	3.57
k105_100345 flag=0 multi=5.1882 len=5005	18.6298	5005	0.0000	100.0000	5005	461	474	0.5561	19	4.98
k105_100348 flag=0 multi=8.1601 len=1667	19.5855	1667	0.0000	100.0000	1667	164	164	0.5803	19	7.00
k105_13869 flag=0 multi=5.9872 len=4001	9.9675	4001	0.0000	99.9750	4000	200	200	0.4120	10	4.31
k105_100350 flag=0 multi=7.0000 len=3624	46.0063	3624	0.0000	100.0000	3624	822	836	0.3470	42	22.43
k105_13876 flag=0 multi=4.9829 len=2450	9.9098	2450	0.0000	100.0000	2450	121	120	0.4852	9	4.37
k105_100357 flag=0 multi=44.8028 len=2285	191.7685	2285	0.0000	100.0000	2285	2145	2225	0.3273	145	109.07
k105_13880 flag=0 multi=5.9379 len=1875	9.0533	1875	0.0000	100.0000	1875	83	86	0.3378	8	4.26
k105_13883 flag=1 multi=3.0000 len=2857	6.0735	2857	0.0000	99.7550	2850	87	86	0.5547	6	2.58
k105_100366 flag=1 multi=5.8692 len=4150	16.7255	4150	0.0000	99.9759	4149	346	350	0.5914	17	5.98
k105_100367 flag=1 multi=4.0000 len=2191	9.9480	2191	0.0000	100.0000	2191	109	109	0.4825	10	2.87
k105_13893 flag=0 multi=19.0000 len=1871	48.0609	1871	0.0000	100.0000	1871	460	463	0.6662	49	9.52
k105_100385 flag=1 multi=4.0000 len=1516	15.4116	1516	0.0000	100.0000	1516	121	113	0.3380	16	5.54
k105_13894 flag=0 multi=4.9922 len=10413	16.5963	10413	0.0000	100.0000	10413	856	863	0.3637	16	5.76
k105_100397 flag=1 multi=4.0000 len=1933	7.7258	1933	0.0000	100.0000	1933	75	75	0.5366	8	3.25
k105_13905 flag=0 multi=4.0000 len=1518	12.5909	1518	0.0000	100.0000	1518	99	93	0.5282	12	6.20
k105_100399 flag=1 multi=3.0000 len=1891	6.3638	1891	0.0000	100.0000	1891	62	60	0.5760	6	2.91
k105_13911 flag=0 multi=4.8537 len=2156	21.4986	2156	0.0000	100.0000	2156	236	230	0.4350	21	5.45
k105_100400 flag=0 multi=6.5367 len=2682	19.2267	2682	0.0000	100.0000	2682	263	259	0.6312	19	5.73
k105_13912 flag=0 multi=6.3779 len=3024	82.4332	3024	0.0000	100.0000	3024	1257	1220	0.3725	87	33.16
k105_13918 flag=0 multi=7.9624 len=1969	18.7197	1969	0.0000	100.0000	1969	182	192	0.5893	18	4.37
k105_13920 flag=1 multi=3.9391 len=3259	10.4247	3259	0.0000	98.6499	3215	166	175	0.4390	10	4.61
k105_13923 flag=1 multi=5.0000 len=1824	19.4079	1824	0.0000	100.0000	1824	176	180	0.4747	19	7.53
k105_100429 flag=1 multi=4.0000 len=2568	9.6787	2568	0.0000	99.8832	2565	123	124	0.3110	9	4.51
k105_13929 flag=0 multi=7.1428 len=3102	33.0545	3102	0.0000	100.0000	3102	509	511	0.5123	29	19.15
k105_100441 flag=0 multi=4.0000 len=1774	21.4791	1774	0.0000	100.0000	1774	188	193	0.4504	22	8.20
k105_13930 flag=0 multi=8.9747 len=3262	10.2078	3262	0.0000	100.0000	3262	168	166	0.5515	9	6.48
k105_100450 flag=0 multi=4.6790 len=2703	16.2357	2703	0.0000	100.0000	2703	219	220	0.3401	15	6.15
k105_13951 flag=0 multi=16.5578 len=1914	79.8783	1914	0.0000	100.0000	1914	760	751	0.3518	64	52.77
k105_100455 flag=0 multi=6.1440 len=5375	20.3967	5375	0.0000	100.0000	5375	544	559	0.6064	20	5.29
k105_100460 flag=0 multi=4.6160 len=1532	23.4151	1532	0.0000	100.0000	1532	180	189	0.6772	25	10.12
k105_100464 flag=0 multi=21.8467 len=2042	52.2057	2042	0.0000	100.0000	2042	538	541	0.6292	54	9.65
k105_13953 flag=0 multi=12.2683 len=12189	26.7946	12189	0.0000	100.0000	12189	1629	1632	0.4352	27	5.63
k105_100469 flag=0 multi=13.5422 len=6354	41.0286	6354	0.0000	100.0000	6354	1298	1302	0.3096	39	9.43
k105_13959 flag=0 multi=4.8704 len=2697	15.0122	2697	0.0000	100.0000	2697	202	202	0.3475	15	6.12
k105_100475 flag=0 multi=6.9322 len=1875	20.6363	1875	0.0000	100.0000	1875	195	197	0.5919	20	6.17
k105_100478 flag=1 multi=2.8860 len=1508	5.9695	1508	0.0000	100.0000	1508	46	45	0.5622	6	2.69
k105_100484 flag=1 multi=4.0000 len=1618	7.3239	1618	0.0000	100.0000	1618	59	60	0.6017	8	2.51
k105_100487 flag=0 multi=3.9228 len=1543	28.7006	1543	0.0000	100.0000	1543	212	231	0.4191	11	40.89
k105_13975 flag=0 multi=11.8280 len=6130	34.1586	6130	0.0000	100.0000	6130	1040	1049	0.4766	35	6.48
k105_100493 flag=1 multi=5.9912 len=6331	10.6590	6331	0.0000	100.0000	6331	340	336	0.5008	10	4.36
k105_13987 flag=0 multi=7.7838 len=1849	32.5235	1849	0.0000	100.0000	1849	308	310	0.6323	31	11.62
k105_13988 flag=0 multi=6.0746 len=1526	18.4790	1526	0.0000	100.0000	1526	145	141	0.6210	18	6.88
k105_13989 flag=0 multi=8.9695 len=6926	16.8021	6926	0.0000	100.0000	6926	584	581	0.5537	17	4.75
k105_13997 flag=1 multi=4.0000 len=2327	14.4091	2327	0.0000	100.0000	2327	162	173	0.3246	14	5.26
k105_100497 flag=1 multi=8.0000 len=20164	13.2516	20164	0.0000	100.0000	20164	1329	1333	0.4327	13	4.08
k105_14012 flag=1 multi=5.0000 len=1522	6.9113	1522	0.0000	99.8029	1519	52	53	0.6102	7	3.53
k105_100502 flag=0 multi=12.3408 len=4072	28.5950	4072	0.0000	100.0000	4072	588	590	0.6093	29	7.20
k105_14021 flag=1 multi=2.9642 len=2675	25.3462	2675	0.0000	100.0000	2675	339	340	0.5284	25	5.46
k105_14027 flag=1 multi=3.0000 len=2147	13.1467	2147	0.0000	100.0000	2147	140	146	0.5953	13	5.58
k105_14031 flag=1 multi=2.0000 len=1853	7.8624	1853	0.0000	98.5429	1826	70	75	0.4494	8	3.19
k105_14040 flag=0 multi=5.9203 len=3997	22.7058	3997	0.0000	100.0000	3997	443	466	0.4013	22	8.79
k105_100538 flag=1 multi=5.8601 len=2285	17.3488	2285	0.0000	100.0000	2285	199	201	0.6207	18	5.14
k105_14047 flag=0 multi=3.9049 len=2471	20.4731	2471	0.0000	100.0000	2471	254	253	0.4636	20	4.91
k105_100544 flag=1 multi=2.6935 len=1857	9.5590	1857	0.0000	100.0000	1857	92	89	0.6426	9	3.37
k105_100546 flag=1 multi=2.0000 len=1660	8.1006	1660	0.0000	99.0964	1645	69	67	0.5886	8	2.41
k105_14054 flag=0 multi=3.9856 len=2188	17.5580	2188	0.0000	100.0000	2188	192	197	0.5996	17	4.14
k105_100552 flag=0 multi=18.1536 len=1785	51.4667	1785	0.0000	100.0000	1785	456	463	0.3268	52	9.29
k105_14060 flag=0 multi=4.6159 len=2073	36.0174	2073	0.0000	99.5176	2063	371	381	0.5880	37	9.94
k105_100554 flag=0 multi=6.9380 len=3007	20.4044	3007	0.0000	100.0000	3007	314	295	0.3211	17	10.28
k105_100555 flag=0 multi=6.2106 len=3344	21.6094	3344	0.0000	100.0000	3344	365	371	0.6397	21	4.95
k105_100556 flag=0 multi=6.1199 len=2548	49.3936	2548	0.0000	100.0000	2548	616	637	0.6418	50	9.99
k105_100558 flag=0 multi=6.9825 len=3541	18.0449	3541	0.0000	100.0000	3541	321	320	0.6166	18	5.64
k105_14080 flag=1 multi=3.9841 len=2551	32.1098	2551	0.0000	100.0000	2551	414	400	0.3452	28	17.76
k105_100568 flag=1 multi=4.0000 len=2765	8.7830	2765	0.0000	100.0000	2765	119	127	0.6405	8	3.40
k105_100571 flag=1 multi=3.0000 len=1968	7.6138	1968	0.0000	98.0183	1929	79	71	0.4460	8	2.96
k105_14091 flag=0 multi=8.1134 len=5969	18.3062	5969	0.0000	99.5477	5942	548	551	0.6193	19	4.92
k105_100583 flag=1 multi=4.0000 len=3340	7.1847	3340	0.0000	100.0000	3340	121	123	0.6365	7	2.69
k105_14097 flag=1 multi=3.9085 len=15948	11.4091	15948	0.0000	100.0000	15948	721	729	0.4317	10	5.73
k105_100595 flag=1 multi=7.0000 len=7744	14.7491	7744	0.0000	100.0000	7744	587	586	0.6865	15	4.96
k105_14100 flag=1 multi=5.0000 len=5275	7.2322	5275	0.0000	100.0000	5275	187	194	0.4901	7	3.22
k105_14107 flag=0 multi=15.3363 len=3412	52.1802	3412	0.0000	100.0000	3412	891	894	0.6011	54	14.19
k105_100611 flag=0 multi=10.3017 len=6377	19.9037	6377	0.0000	100.0000	6377	635	640	0.6252	20	4.77
k105_100615 flag=1 multi=2.7392 len=1543	5.3610	1543	0.0000	100.0000	1543	42	42	0.5984	5	2.32
k105_100623 flag=0 multi=5.2149 len=2385	123.0055	2385	0.0000	100.0000	2385	1480	1434	0.3270	105	85.63
k105_14128 flag=0 multi=3.8060 len=2028	13.1721	2028	0.0000	100.0000	2028	136	138	0.6697	14	5.15
k105_100636 flag=1 multi=5.0000 len=4734	10.3935	4734	0.0000	100.0000	4734	245	247	0.4934	10	3.24
k105_14154 flag=1 multi=3.0000 len=2634	6.7043	2634	0.0000	100.0000	2634	88	89	0.6552	6	2.99
k105_100654 flag=0 multi=7.1939 len=2359	20.1598	2359	0.0000	100.0000	2359	239	240	0.6207	18	9.82
k105_100657 flag=0 multi=6.6000 len=1500	16.8740	1500	0.0000	100.0000	1500	130	124	0.6229	16	7.54
k105_14190 flag=0 multi=11.3177 len=1858	29.1577	1858	0.0000	100.0000	1858	269	275	0.3849	29	6.86
k105_100679 flag=0 multi=9.0543 len=1505	43.0850	1505	0.0000	100.0000	1505	326	328	0.3408	39	15.37
k105_100680 flag=1 multi=4.0000 len=2574	6.4911	2574	0.0000	94.5610	2434	83	84	0.5692	7	3.35
k105_100683 flag=1 multi=2.2537 len=2754	10.1997	2754	0.0000	100.0000	2754	137	142	0.2972	10	3.66
k105_14202 flag=0 multi=5.3478 len=1531	23.9784	1531	0.0000	100.0000	1531	180	188	0.4239	19	20.12
k105_14206 flag=1 multi=5.0000 len=3455	12.4333	3455	0.0000	99.4501	3436	213	217	0.5389	12	5.17
k105_14212 flag=0 multi=8.8929 len=11675	25.6723	11675	0.0000	100.0000	11675	1479	1488	0.3427	21	36.00
k105_14215 flag=1 multi=3.0000 len=2396	8.7045	2396	0.0000	99.4157	2382	103	109	0.6367	9	3.62
k105_100728 flag=1 multi=3.0000 len=2057	6.1283	2057	0.0000	99.1736	2040	63	63	0.6033	6	3.06
k105_100730 flag=0 multi=2.9868 len=1621	8.7798	1621	0.0000	98.8896	1603	71	75	0.6055	9	3.88
k105_14227 flag=0 multi=6.9452 len=2643	15.9327	2643	0.0000	100.0000	2643	211	221	0.6960	14	7.20
k105_100745 flag=1 multi=2.7614 len=1932	19.5497	1932	0.0000	99.8447	1929	183	194	0.3773	20	6.48
k105_100757 flag=0 multi=4.8943 len=14282	17.2931	14282	0.0000	99.9020	14268	1236	1243	0.5740	17	5.59
k105_14275 flag=0 multi=4.5620 len=5628	19.3047	5628	0.0000	100.0000	5628	542	545	0.4924	19	6.14
k105_100764 flag=0 multi=4.5597 len=3796	13.9702	3796	0.0000	100.0000	3796	265	268	0.5611	14	3.47
k105_14280 flag=1 multi=3.0000 len=2294	9.7576	2294	0.0000	100.0000	2294	109	114	0.3860	10	3.16
k105_100768 flag=0 multi=9.6340 len=2747	77.9993	2747	0.0000	100.0000	2747	1000	1128	0.3226	47	66.02
k105_100774 flag=0 multi=3.9717 len=2864	8.7493	2864	0.0000	99.6508	2854	123	129	0.5925	9	3.08
k105_14287 flag=0 multi=14.8172 len=14893	28.0115	14893	0.0000	100.0000	14893	2093	2097	0.5894	28	7.28
k105_100789 flag=0 multi=7.2283 len=9961	23.0079	9961	0.0000	100.0000	9961	1132	1179	0.6173	23	6.86
k105_14299 flag=1 multi=3.8832 len=2520	11.0325	2520	0.0000	100.0000	2520	142	134	0.3139	11	3.95
k105_100791 flag=0 multi=5.0377 len=9009	20.8383	9009	0.0000	100.0000	9009	936	949	0.5995	20	7.78
k105_100800 flag=0 multi=43.3810 len=1727	120.2808	1727	0.0000	100.0000	1727	1001	1066	0.3530	80	70.83
k105_14311 flag=0 multi=4.9917 len=8802	14.8222	8802	0.0000	99.8523	8789	653	654	0.5767	15	4.51
k105_100804 flag=1 multi=7.0000 len=5645	18.7890	5645	0.0000	99.2560	5603	526	552	0.6567	19	8.18
k105_14319 flag=0 multi=3.9888 len=2776	22.1599	2776	0.0000	100.0000	2776	309	308	0.5611	23	6.01
k105_100820 flag=1 multi=4.0000 len=7094	8.7123	7094	0.0000	100.0000	7094	311	309	0.5818	9	3.19
k105_14325 flag=0 multi=9.9472 len=6162	22.2897	6162	0.0000	100.0000	6162	673	689	0.3829	22	6.32
k105_100827 flag=0 multi=10.5386 len=2576	35.5287	2576	0.0000	100.0000	2576	468	464	0.6299	35	13.73
k105_14331 flag=0 multi=15.3379 len=3313	87.1998	3313	0.0000	100.0000	3313	1358	1521	0.2952	60	71.23
k105_100828 flag=0 multi=6.3405 len=4064	23.6538	4064	0.0000	100.0000	4064	483	487	0.3564	14	21.65
k105_14352 flag=1 multi=4.8904 len=4356	24.7964	4356	0.0000	100.0000	4356	540	532	0.3489	21	16.07
k105_100850 flag=1 multi=3.0000 len=2678	6.1311	2678	0.0000	100.0000	2678	83	83	0.5474	6	2.40
k105_14358 flag=0 multi=5.2474 len=3889	48.9892	3889	0.0000	100.0000	3889	940	962	0.3453	52	19.92
k105_100855 flag=0 multi=12.8032 len=3124	46.1133	3124	0.0000	100.0000	3124	722	731	0.6406	48	9.88
k105_14378 flag=1 multi=3.0000 len=3012	12.2072	3012	0.0000	99.3692	2993	183	185	0.5521	12	4.61
k105_100861 flag=0 multi=6.0000 len=7915	22.8739	7915	0.0000	99.5957	7883	903	939	0.6275	23	6.68
k105_14385 flag=1 multi=3.9080 len=1833	23.9880	1833	0.0000	100.0000	1833	217	221	0.3944	25	8.46
k105_100863 flag=0 multi=5.9840 len=2546	17.7694	2546	0.0000	99.6858	2538	231	229	0.6299	17	4.74
k105_14397 flag=0 multi=2.9163 len=2376	21.0269	2376	0.0000	100.0000	2376	248	252	0.4919	21	5.40
k105_100879 flag=0 multi=4.8936 len=3301	20.1354	3301	0.0000	100.0000	3301	333	341	0.6487	20	6.38
k105_100888 flag=1 multi=3.0000 len=1601	8.1405	1601	0.0000	100.0000	1601	66	66	0.7071	8	2.74
k105_14406 flag=1 multi=4.5296 len=4654	21.2967	4654	0.0000	100.0000	4654	498	492	0.5302	21	7.60
k105_100896 flag=0 multi=18.8059 len=1604	56.2201	1604	0.0000	100.0000	1604	462	461	0.6117	57	8.26
k105_14423 flag=1 multi=2.8168 len=2616	23.3823	2616	0.0000	100.0000	2616	304	308	0.4944	23	7.10
k105_100901 flag=1 multi=3.9257 len=3900	18.9749	3900	0.0000	100.0000	3900	361	381	0.5678	19	6.54
k105_100908 flag=1 multi=4.0000 len=1550	7.9335	1550	0.0000	100.0000	1550	62	64	0.5832	7	3.38
k105_100916 flag=0 multi=7.0000 len=8052	14.9831	8052	0.0000	99.9876	8051	602	611	0.6383	14	5.25
k105_14452 flag=0 multi=12.0000 len=1829	42.5528	1829	0.0000	100.0000	1829	401	392	0.6123	37	15.53
k105_100919 flag=1 multi=2.0000 len=2110	7.1744	2110	0.0000	100.0000	2110	72	80	0.5888	7	2.42
k105_100925 flag=0 multi=4.9910 len=4525	13.1872	4525	0.0000	100.0000	4525	301	304	0.5523	13	3.81
k105_100927 flag=1 multi=5.0000 len=4054	12.2383	4054	0.0000	99.2353	4023	243	254	0.5913	12	5.05
k105_100930 flag=0 multi=9.9958 len=2513	27.9176	2513	0.0000	100.0000	2513	346	364	0.6510	25	13.79
k105_100934 flag=0 multi=17.9181 len=2180	60.1546	2180	0.0000	100.0000	2180	665	668	0.6310	55	18.97
k105_14506 flag=1 multi=3.0000 len=2214	20.0565	2214	0.0000	100.0000	2214	220	222	0.4609	20	4.59
k105_100945 flag=1 multi=4.0000 len=2995	12.3666	2995	0.0000	100.0000	2995	183	188	0.6143	12	4.55
k105_100948 flag=1 multi=5.0499 len=1869	59.3291	1869	0.0000	100.0000	1869	551	559	0.2995	58	13.09
k105_14518 flag=1 multi=33.3197 len=3677	140.6179	3677	0.0000	100.0000	3677	2553	2584	0.3493	133	38.61
k105_100959 flag=1 multi=2.0000 len=1752	4.9275	1752	0.0000	100.0000	1752	44	45	0.5435	5	2.32
k105_100963 flag=1 multi=2.0000 len=1800	4.6367	1800	0.0000	97.0556	1747	43	43	0.6964	4	2.07
k105_14528 flag=0 multi=3.8787 len=3272	17.9389	3272	0.0000	100.0000	3272	285	301	0.5637	18	5.41
k105_14537 flag=0 multi=10.0000 len=1536	25.0202	1536	0.0000	99.0885	1522	196	192	0.4214	26	6.18
k105_14556 flag=1 multi=4.0000 len=1777	7.9634	1777	0.0000	100.0000	1777	69	72	0.4204	8	3.30
k105_100965 flag=0 multi=36.0509 len=27104	69.1702	27104	0.0000	100.0000	27104	9350	9398	0.5392	68	13.22
k105_14569 flag=0 multi=6.4311 len=3800	127.6439	3800	0.0000	100.0000	3800	2383	2430	0.3465	119	82.56
k105_100987 flag=1 multi=5.0000 len=2945	8.9745	2945	0.0000	100.0000	2945	133	136	0.6354	9	3.03
k105_100998 flag=1 multi=5.0000 len=4158	8.1518	4158	0.0000	100.0000	4158	172	168	0.5142	8	2.51
k105_14570 flag=0 multi=6.7915 len=21994	15.5687	21994	0.0000	99.8409	21959	1726	1763	0.6823	15	5.35
k105_14575 flag=1 multi=3.5622 len=2026	8.3860	2026	0.0000	100.0000	2026	82	87	0.3383	9	3.40
k105_14582 flag=1 multi=4.0000 len=3847	10.4614	3847	0.0000	100.0000	3847	204	208	0.6418	10	4.54
k105_101043 flag=1 multi=2.9665 len=2311	9.4003	2311	0.0000	99.7404	2305	110	107	0.4156	9	4.66
k105_14603 flag=0 multi=6.9856 len=4271	19.8696	4271	0.0000	100.0000	4271	425	436	0.6240	19	6.24
k105_101053 flag=0 multi=3.1170 len=1866	23.2363	1866	0.0000	100.0000	1866	215	222	0.4842	23	5.38
k105_14611 flag=1 multi=6.1308 len=2445	51.8241	2445	0.0000	100.0000	2445	629	634	0.3031	52	12.95
k105_14612 flag=0 multi=2.8650 len=1809	8.5727	1809	0.0000	100.0000	1809	77	78	0.6089	8	4.54
k105_14616 flag=1 multi=3.8710 len=2012	7.6745	2012	0.0000	98.7078	1986	78	76	0.4364	8	3.45
k105_101070 flag=0 multi=5.0000 len=2240	8.0004	2240	0.0000	100.0000	2240	87	94	0.6668	7	3.44
k105_101073 flag=0 multi=11.7526 len=1960	46.8577	1960	0.0000	100.0000	1960	465	470	0.6443	48	8.96
k105_14624 flag=1 multi=4.0000 len=2080	7.5918	2080	0.0000	100.0000	2080	77	84	0.6395	8	3.13
k105_14636 flag=1 multi=2.8799 len=1654	8.7981	1654	0.0000	100.0000	1654	73	78	0.7248	8	3.09
k105_101101 flag=0 multi=11.7068 len=1718	39.6985	1718	0.0000	100.0000	1718	341	345	0.6026	41	9.39
k105_101114 flag=1 multi=4.0000 len=2288	8.7102	2288	0.0000	99.7378	2282	95	104	0.3459	8	4.09
k105_14647 flag=0 multi=12.1208 len=12319	25.5463	12319	0.0000	100.0000	12319	1579	1566	0.4491	25	6.26
k105_14673 flag=1 multi=4.7219 len=2493	20.4360	2493	0.0000	99.1576	2472	252	258	0.4799	20	6.79
k105_14676 flag=1 multi=4.0000 len=3725	6.7638	3725	0.0000	100.0000	3725	128	127	0.6526	6	2.88
k105_14688 flag=0 multi=3.9220 len=2067	33.6188	2067	0.0000	100.0000	2067	338	362	0.5826	34	8.90
k105_14707 flag=1 multi=3.9308 len=3702	7.9371	3702	0.0000	100.0000	3702	147	146	0.5418	8	3.06
k105_14715 flag=0 multi=3.9036 len=2190	14.3877	2190	0.0000	100.0000	2190	153	162	0.5550	14	5.13
k105_14718 flag=0 multi=6.0000 len=2100	18.8052	2100	0.0000	100.0000	2100	198	198	0.3727	19	4.57
k105_14727 flag=1 multi=4.0000 len=2993	6.6572	2993	0.0000	97.8617	2929	100	100	0.5225	7	3.17
k105_14735 flag=1 multi=4.0000 len=1630	19.1969	1630	0.0000	100.0000	1630	156	156	0.4310	21	6.89
k105_14745 flag=1 multi=4.0000 len=1991	6.4731	1991	0.0000	100.0000	1991	63	66	0.5727	6	2.69
k105_14754 flag=1 multi=3.7890 len=2517	13.3631	2517	0.0000	100.0000	2517	166	171	0.3591	13	4.21
k105_14760 flag=0 multi=3.9845 len=2040	16.6260	2040	0.0000	100.0000	2040	170	170	0.5571	16	6.17
k105_14764 flag=1 multi=1.9930 len=2690	37.3952	2690	0.0000	100.0000	2690	454	549	0.2781	38	14.13
k105_14778 flag=0 multi=3.9883 len=2680	18.9791	2680	0.0000	100.0000	2680	256	261	0.6455	18	6.02
k105_14782 flag=1 multi=2.9074 len=2977	22.7471	2977	0.0000	100.0000	2977	342	337	0.4862	23	6.08
k105_14791 flag=1 multi=3.0000 len=1544	4.0104	1544	0.0000	100.0000	1544	31	31	0.5756	4	1.62
k105_14798 flag=1 multi=3.6704 len=7823	16.9058	7823	0.0000	100.0000	7823	659	656	0.3510	17	5.01
k105_101129 flag=0 multi=31.3363 len=104506	56.1328	104506	0.0000	100.0000	104506	29362	29414	0.5306	55	11.15
k105_101132 flag=0 multi=4.7915 len=2829	16.0551	2829	0.0000	100.0000	2829	228	229	0.5462	16	4.06
k105_14809 flag=0 multi=2.9916 len=3934	18.8531	3934	0.0000	100.0000	3934	374	372	0.2791	17	7.82
k105_101140 flag=1 multi=4.0000 len=3284	7.4202	3284	0.0000	100.0000	3284	122	122	0.5581	7	2.57
k105_14817 flag=1 multi=4.0000 len=5681	10.2392	5681	0.0000	100.0000	5681	289	303	0.6479	10	4.12
k105_101155 flag=0 multi=10.7206 len=2596	39.4018	2596	0.0000	100.0000	2596	525	516	0.6364	45	15.90
k105_14822 flag=1 multi=1.9595 len=1736	7.4798	1736	0.0000	100.0000	1736	65	65	0.4377	8	3.50
k105_101159 flag=1 multi=3.0000 len=3103	18.7792	3103	0.0000	100.0000	3103	294	290	0.5979	15	11.74
k105_101162 flag=0 multi=12.9654 len=6891	29.1323	6891	0.0000	100.0000	6891	1004	1001	0.4276	29	6.90
k105_14839 flag=0 multi=5.9023 len=10142	15.7321	10142	0.0000	100.0000	10142	795	789	0.3405	15	5.54
k105_14855 flag=1 multi=4.0000 len=5576	10.0113	5576	0.0000	100.0000	5576	281	282	0.6290	9	4.24
k105_14856 flag=1 multi=4.0000 len=1598	8.0338	1598	0.0000	98.4355	1573	63	65	0.6718	7	3.87
k105_14859 flag=1 multi=4.0000 len=6202	8.0189	6202	0.0000	100.0000	6202	251	248	0.5761	8	2.87
k105_101197 flag=0 multi=28.9598 len=14051	52.0211	14051	0.0000	100.0000	14051	3654	3671	0.5364	52	9.54
k105_14862 flag=0 multi=3.9287 len=3471	15.1533	3471	0.0000	99.9424	3469	260	266	0.5592	15	3.92
k105_101200 flag=1 multi=4.0000 len=1648	13.8459	1648	0.0000	100.0000	1648	113	119	0.5930	13	4.68
k105_14865 flag=0 multi=10.6675 len=5919	25.6880	5919	0.0000	100.0000	5919	762	753	0.4151	25	6.45
k105_101207 flag=1 multi=4.0000 len=3155	14.9182	3155	0.0000	100.0000	3155	230	242	0.6219	16	4.60
k105_101208 flag=1 multi=4.0000 len=4483	8.2804	4483	0.0000	100.0000	4483	185	185	0.5017	8	3.36
k105_101209 flag=0 multi=5.1290 len=2780	17.2871	2780	0.0000	100.0000	2780	247	239	0.5978	15	9.17
k105_14889 flag=1 multi=2.1834 len=2510	7.7016	2510	0.0000	100.0000	2510	97	100	0.7219	8	3.12
k105_101221 flag=1 multi=2.9914 len=1959	8.1582	1959	0.0000	100.0000	1959	82	83	0.6723	8	3.24
k105_101222 flag=0 multi=15.0362 len=3143	37.9093	3143	0.0000	100.0000	3143	599	606	0.6300	41	17.00
k105_14904 flag=1 multi=3.9064 len=3023	19.9792	3023	0.0000	100.0000	3023	304	304	0.4856	21	5.88
k105_101233 flag=0 multi=9.0000 len=2689	12.6448	2689	0.0000	99.2934	2670	171	167	0.3666	13	5.33
k105_14909 flag=1 multi=3.0000 len=1925	7.4935	1925	0.0000	100.0000	1925	72	73	0.4286	8	2.58
k105_101234 flag=0 multi=9.7881 len=2441	20.4060	2441	0.0000	100.0000	2441	253	255	0.6166	20	5.38
k105_14911 flag=0 multi=8.7676 len=2764	37.8361	2764	0.0000	100.0000	2764	522	521	0.3141	37	8.62
k105_101236 flag=0 multi=5.9257 len=2663	16.5554	2663	0.0000	99.6245	2653	218	223	0.4139	16	5.41
k105_14915 flag=0 multi=7.9740 len=2793	13.1432	2793	0.0000	100.0000	2793	185	184	0.4448	13	3.90
k105_14918 flag=1 multi=3.4169 len=2758	24.0827	2758	0.0000	100.0000	2758	314	348	0.2764	22	8.68
k105_101245 flag=0 multi=12.0000 len=4171	23.4411	4171	0.0000	100.0000	4171	495	493	0.5851	23	5.50
k105_101248 flag=0 multi=1.9443 len=1649	22.6895	1649	0.0000	100.0000	1649	189	188	0.4636	24	6.82
k105_101262 flag=1 multi=3.0000 len=2619	9.8996	2619	0.0000	100.0000	2619	130	132	0.6909	9	3.57
k105_14948 flag=1 multi=4.0000 len=1825	16.5841	1825	0.0000	99.3425	1813	150	152	0.5805	17	5.01
k105_101271 flag=1 multi=3.9349 len=2685	12.1620	2685	0.0000	100.0000	2685	166	163	0.6321	11	5.01
k105_14960 flag=0 multi=4.9857 len=5693	10.3455	5693	0.0000	100.0000	5693	294	298	0.4998	9	5.38
k105_14963 flag=1 multi=4.0000 len=14399	11.6426	14399	0.0000	100.0000	14399	822	845	0.3762	10	6.45
k105_14974 flag=1 multi=6.0000 len=1810	18.2370	1810	0.0000	100.0000	1810	164	163	0.3317	16	10.01
k105_101292 flag=0 multi=10.9956 len=22711	19.2944	22711	0.0000	100.0000	22711	2199	2200	0.5946	19	5.34
k105_14983 flag=0 multi=5.0000 len=1747	14.1013	1747	0.0000	99.9428	1746	124	121	0.5753	14	5.60
k105_101300 flag=1 multi=1.9680 len=2733	8.5166	2733	0.0000	100.0000	2733	119	115	0.4551	8	3.34
