#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k105_16803 flag=1 multi=1.9348 len=1731	9.8250	1731	0.0000	100.0000	1731	86	88	0.5282	10	3.85
k105_16806 flag=1 multi=4.0000 len=4262	22.3792	4262	0.0000	100.0000	4262	448	499	0.3356	17	15.77
k105_101047 flag=0 multi=4.9969 len=13046	19.6052	13046	0.0000	100.0000	13046	1275	1314	0.6271	19	5.88
k105_101066 flag=1 multi=4.0000 len=2839	10.6488	2839	0.0000	100.0000	2839	151	151	0.5201	11	3.20
k105_101074 flag=1 multi=2.9309 len=3464	18.7356	3464	0.0000	100.0000	3464	320	334	0.5620	18	5.39
k105_16841 flag=0 multi=9.2449 len=7937	33.6754	7937	0.0000	100.0000	7937	1332	1340	0.4781	34	7.66
k105_101092 flag=1 multi=3.0000 len=2318	11.4180	2318	0.0000	100.0000	2318	133	132	0.5910	12	4.18
k105_101102 flag=0 multi=4.9900 len=8087	14.8760	8087	0.0000	100.0000	8087	605	597	0.4505	14	5.44
k105_101103 flag=1 multi=4.1997 len=8699	16.5262	8699	0.0000	100.0000	8699	706	725	0.4451	16	7.05
k105_101107 flag=1 multi=4.0000 len=3010	18.4957	3010	0.0000	100.0000	3010	274	287	0.6384	18	6.51
k105_101110 flag=0 multi=8.7660 len=9240	28.3226	9240	0.0000	100.0000	9240	1302	1312	0.4683	28	6.09
k105_16907 flag=1 multi=4.0000 len=6927	14.3862	6927	0.0000	100.0000	6927	495	522	0.6309	14	4.35
k105_16918 flag=0 multi=2.0000 len=1857	17.9068	1857	0.0000	100.0000	1857	167	168	0.5013	18	5.30
k105_101153 flag=1 multi=4.0000 len=1965	13.3766	1965	0.0000	100.0000	1965	129	135	0.4057	13	3.51
k105_16940 flag=1 multi=4.0000 len=13193	11.6660	13193	0.0000	100.0000	13193	774	777	0.6205	12	4.07
k105_101184 flag=1 multi=2.6280 len=1656	18.1938	1656	0.0000	100.0000	1656	149	158	0.6285	17	5.54
k105_16951 flag=1 multi=2.0000 len=2057	26.0068	2057	0.0000	100.0000	2057	266	272	0.5114	26	8.14
k105_101187 flag=1 multi=1.9462 len=1649	9.8102	1649	0.0000	100.0000	1649	81	81	0.5418	10	4.41
k105_101189 flag=0 multi=5.0000 len=3216	27.4782	3216	0.0000	100.0000	3216	433	447	0.3572	27	10.84
k105_16961 flag=0 multi=3.9868 len=2371	17.9954	2371	0.0000	100.0000	2371	209	216	0.4830	18	5.88
k105_101194 flag=1 multi=1.5587 len=1757	13.6756	1757	0.0000	100.0000	1757	121	121	0.3962	13	4.39
k105_16968 flag=0 multi=4.9934 len=6153	19.2634	6153	0.0000	100.0000	6153	595	596	0.6002	20	6.22
k105_101221 flag=0 multi=2.9540 len=2060	18.1471	2060	0.0000	100.0000	2060	186	189	0.6306	19	4.60
k105_101226 flag=1 multi=2.0000 len=1556	11.8753	1556	0.0000	99.5501	1549	94	91	0.5018	12	4.21
k105_17005 flag=1 multi=1.9271 len=1505	32.1854	1505	0.0000	100.0000	1505	239	240	0.6086	28	16.99
k105_17011 flag=1 multi=3.0000 len=2424	12.1312	2424	0.0000	100.0000	2424	147	152	0.5833	12	4.63
k105_101254 flag=1 multi=3.9087 len=3031	14.3204	3031	0.0000	100.0000	3031	198	201	0.3745	13	4.22
k105_101257 flag=0 multi=5.0000 len=2885	17.7619	2885	0.0000	100.0000	2885	252	266	0.6328	18	5.09
k105_101260 flag=1 multi=2.0000 len=2108	12.3036	2108	0.0000	100.0000	2108	129	130	0.3504	13	4.01
k105_101283 flag=0 multi=8.4381 len=3707	29.9220	3707	0.0000	100.0000	3707	554	551	0.4763	30	7.44
k105_17040 flag=1 multi=3.0000 len=5942	11.1006	5942	0.0000	100.0000	5942	331	332	0.4926	11	3.40
k105_101288 flag=1 multi=2.0000 len=4300	10.9347	4300	0.0000	99.8140	4292	234	236	0.5358	11	4.10
k105_101292 flag=0 multi=4.8692 len=3133	15.5774	3133	0.0000	100.0000	3133	247	246	0.4764	14	6.01
k105_17063 flag=1 multi=1.9540 len=2169	18.0212	2169	0.0000	100.0000	2169	197	199	0.5684	19	5.67
k105_101306 flag=1 multi=2.0000 len=1549	8.5074	1549	0.0000	100.0000	1549	64	68	0.3122	8	3.27
k105_101321 flag=0 multi=10.7251 len=1633	26.5940	1633	0.0000	100.0000	1633	217	215	0.3264	28	9.83
k105_101322 flag=0 multi=3.9844 len=2027	12.3932	2027	0.0000	100.0000	2027	124	126	0.3701	13	3.90
k105_101324 flag=0 multi=4.7324 len=1585	17.8505	1585	0.0000	100.0000	1585	135	147	0.3347	18	5.85
k105_17086 flag=0 multi=4.1677 len=2574	25.1674	2574	0.0000	100.0000	2574	320	332	0.2984	26	11.99
k105_101331 flag=1 multi=3.6561 len=4278	21.8029	4278	0.0000	99.3689	4251	462	469	0.4296	22	6.43
k105_101334 flag=0 multi=4.8463 len=1875	28.2096	1875	0.0000	100.0000	1875	264	263	0.4261	28	8.56
k105_17106 flag=1 multi=2.0000 len=1664	9.6743	1664	0.0000	100.0000	1664	78	84	0.4434	9	4.43
k105_17107 flag=1 multi=1.9450 len=1631	27.9693	1631	0.0000	100.0000	1631	228	230	0.5003	30	7.69
k105_101351 flag=1 multi=3.0000 len=1572	9.3422	1572	0.0000	100.0000	1572	76	76	0.6742	8	4.20
k105_101353 flag=1 multi=2.9003 len=1630	11.0791	1630	0.0000	100.0000	1630	91	91	0.4334	10	4.40
k105_17108 flag=1 multi=3.2935 len=7795	15.3319	7795	0.0000	99.9743	7793	588	616	0.6130	15	4.21
k105_17110 flag=1 multi=4.0000 len=1614	12.1239	1614	0.0000	100.0000	1614	97	98	0.4415	12	4.20
k105_17113 flag=1 multi=1.8969 len=1531	9.4742	1531	0.0000	100.0000	1531	73	72	0.4516	10	3.06
k105_101374 flag=0 multi=8.9488 len=1666	27.3493	1666	0.0000	99.8800	1664	232	222	0.3734	26	8.88
k105_17127 flag=0 multi=5.4685 len=1802	28.0694	1802	0.0000	100.0000	1802	253	255	0.2935	28	7.23
k105_101378 flag=1 multi=2.8438 len=3286	11.0030	3286	0.0000	100.0000	3286	178	182	0.3844	11	3.78
k105_101380 flag=1 multi=2.9943 len=4322	24.2476	4322	0.0000	100.0000	4322	526	525	0.4771	24	6.05
k105_17133 flag=1 multi=3.9621 len=5730	16.6047	5730	0.0000	100.0000	5730	471	493	0.6336	17	5.45
k105_101427 flag=1 multi=3.0000 len=2031	14.6997	2031	0.0000	100.0000	2031	151	151	0.6495	14	5.65
k105_17173 flag=1 multi=4.0000 len=2169	18.6445	2169	0.0000	100.0000	2169	199	215	0.6187	19	7.60
k105_17174 flag=1 multi=2.9642 len=1615	7.3102	1615	0.0000	100.0000	1615	59	60	0.3909	7	2.97
k105_101436 flag=1 multi=6.0000 len=9661	26.1132	9661	0.0000	100.0000	9661	1250	1261	0.4090	27	7.72
k105_101441 flag=0 multi=3.0000 len=2069	40.5669	2069	0.0000	100.0000	2069	393	448	0.3292	38	13.81
k105_101443 flag=1 multi=3.0000 len=1689	7.8656	1689	0.0000	100.0000	1689	69	67	0.7028	7	3.50
k105_17198 flag=1 multi=4.0000 len=3088	10.2273	3088	0.0000	100.0000	3088	159	158	0.5337	11	3.26
k105_17203 flag=1 multi=4.0000 len=1500	10.2307	1500	0.0000	100.0000	1500	79	77	0.5235	10	4.14
k105_101460 flag=0 multi=5.9748 len=6261	17.4830	6261	0.0000	100.0000	6261	544	551	0.4440	17	4.96
k105_101467 flag=1 multi=4.0000 len=1709	12.5020	1709	0.0000	100.0000	1709	109	106	0.4356	13	4.58
k105_17249 flag=1 multi=3.0000 len=1537	12.3637	1537	0.0000	100.0000	1537	91	99	0.6077	13	5.58
k105_17253 flag=0 multi=4.8498 len=2928	15.1400	2928	0.0000	98.4631	2883	218	225	0.3541	15	5.61
k105_101500 flag=1 multi=3.0000 len=2654	9.8500	2654	0.0000	100.0000	2654	130	132	0.6075	10	3.30
k105_101518 flag=1 multi=2.9716 len=3629	10.0879	3629	0.0000	100.0000	3629	185	183	0.5340	10	3.73
k105_17263 flag=1 multi=5.9615 len=9206	17.1357	9206	0.0000	100.0000	9206	788	788	0.4555	17	4.14
k105_17265 flag=0 multi=4.0000 len=2557	26.9261	2557	0.0000	100.0000	2557	340	349	0.2888	26	5.94
k105_101524 flag=0 multi=22.1987 len=4080	84.4270	4080	0.0000	100.0000	4080	1711	1722	0.2977	85	17.94
k105_17271 flag=0 multi=7.3000 len=2222	34.6697	2222	0.0000	100.0000	2222	381	383	0.3119	36	9.72
k105_101525 flag=1 multi=4.0000 len=2113	22.8438	2113	0.0000	100.0000	2113	239	248	0.6099	23	8.08
k105_101545 flag=0 multi=4.9853 len=8295	15.5691	8295	0.0000	100.0000	8295	641	651	0.4297	15	5.42
k105_17301 flag=1 multi=1.5703 len=1946	8.8268	1946	0.0000	100.0000	1946	85	87	0.3647	9	2.24
k105_101546 flag=0 multi=7.8793 len=3155	29.5464	3155	0.0000	100.0000	3155	465	471	0.4641	30	7.00
k105_17307 flag=0 multi=1.9550 len=2348	17.9067	2348	0.0000	100.0000	2348	207	220	0.6364	18	4.92
k105_17313 flag=0 multi=4.8300 len=4357	21.8487	4357	0.0000	100.0000	4357	461	484	0.3758	22	8.17
k105_17328 flag=1 multi=2.3055 len=2508	8.6316	2508	0.0000	100.0000	2508	109	111	0.6706	8	3.63
k105_101561 flag=0 multi=8.0355 len=15531	25.8334	15531	0.0000	100.0000	15531	1986	2012	0.4510	26	5.94
k105_101570 flag=0 multi=10.3190 len=3710	37.5388	3710	0.0000	100.0000	3710	671	699	0.3202	30	22.04
k105_101573 flag=1 multi=2.9175 len=1995	8.2246	1995	0.0000	100.0000	1995	79	84	0.4145	8	2.56
k105_17351 flag=1 multi=2.7089 len=1510	24.5742	1510	0.0000	100.0000	1510	184	191	0.4659	24	5.67
k105_101578 flag=1 multi=2.6753 len=1528	7.2893	1528	0.0000	100.0000	1528	56	56	0.6311	7	2.59
k105_17352 flag=0 multi=11.5749 len=2354	63.8862	2354	0.0000	100.0000	2354	751	759	0.2757	64	9.92
k105_17354 flag=1 multi=2.7179 len=2349	14.5824	2349	0.0000	100.0000	2349	172	173	0.4839	15	3.94
k105_17355 flag=0 multi=4.0000 len=1582	24.1346	1582	0.0000	98.5461	1559	186	194	0.3041	25	12.59
k105_101592 flag=1 multi=3.0000 len=1549	12.0110	1549	0.0000	100.0000	1549	93	96	0.5955	11	5.72
k105_17357 flag=1 multi=3.9415 len=2208	73.6766	2208	0.0000	100.0000	2208	824	819	0.4761	28	70.70
k105_101599 flag=1 multi=3.0000 len=1652	10.2337	1652	0.0000	100.0000	1652	86	87	0.6932	10	3.77
k105_101603 flag=1 multi=2.8650 len=1764	8.2800	1764	0.0000	100.0000	1764	73	73	0.6890	8	3.34
k105_17365 flag=0 multi=9.7915 len=12928	43.3313	12928	0.0000	100.0000	12928	2683	2896	0.3504	34	26.05
k105_101621 flag=1 multi=2.9736 len=2828	22.3423	2828	0.0000	100.0000	2828	317	315	0.4914	23	5.90
k105_17366 flag=1 multi=2.0000 len=3188	10.3021	3188	0.0000	100.0000	3188	166	165	0.6070	9	4.55
k105_17374 flag=0 multi=2.9017 len=2281	16.6567	2281	0.0000	100.0000	2281	186	198	0.5852	16	5.82
k105_17381 flag=1 multi=4.0000 len=3854	18.1583	3854	0.0000	100.0000	3854	348	361	0.6294	18	4.30
k105_101661 flag=1 multi=5.0000 len=6146	19.7364	6146	0.0000	100.0000	6146	614	611	0.6348	20	4.85
k105_101665 flag=1 multi=3.0000 len=1739	10.6504	1739	0.0000	100.0000	1739	94	92	0.3899	10	3.42
k105_17392 flag=0 multi=9.9923 len=11818	33.6650	11818	0.0000	100.0000	11818	1951	2000	0.4606	34	6.87
k105_101674 flag=1 multi=3.0000 len=3152	10.4086	3152	0.0000	100.0000	3152	158	170	0.4541	10	4.07
k105_17395 flag=1 multi=2.0000 len=2215	11.6799	2215	0.0000	100.0000	2215	132	130	0.6002	12	4.43
k105_101680 flag=0 multi=2.8934 len=2395	31.0689	2395	0.0000	100.0000	2395	368	378	0.2985	31	7.12
k105_101684 flag=1 multi=3.0000 len=1716	6.2955	1716	0.0000	100.0000	1716	53	55	0.5391	6	2.21
k105_17405 flag=1 multi=2.9340 len=3227	12.1506	3227	0.0000	100.0000	3227	195	198	0.4084	12	3.56
k105_101692 flag=1 multi=4.0000 len=1735	9.9464	1735	0.0000	100.0000	1735	82	91	0.5233	10	3.82
k105_101705 flag=1 multi=4.0000 len=1576	18.9949	1576	0.0000	100.0000	1576	147	153	0.6087	18	6.68
k105_17425 flag=1 multi=3.6080 len=1559	90.0218	1559	0.0000	100.0000	1559	655	746	0.3772	90	31.73
k105_101706 flag=1 multi=1.9934 len=1622	18.5561	1622	0.0000	100.0000	1622	146	163	0.6557	18	9.98
k105_101709 flag=1 multi=2.0000 len=2579	14.1869	2579	0.0000	100.0000	2579	177	190	0.5541	14	4.32
k105_17441 flag=1 multi=2.9807 len=1866	57.1211	1866	0.0000	100.0000	1866	511	552	0.3480	51	29.01
k105_101711 flag=1 multi=2.7989 len=4467	20.8093	4467	0.0000	100.0000	4467	454	480	0.5855	20	7.54
k105_17449 flag=1 multi=3.0000 len=1610	26.9000	1610	0.0000	100.0000	1610	215	223	0.5493	26	7.97
k105_17455 flag=1 multi=4.0000 len=1611	10.4140	1611	0.0000	100.0000	1611	81	87	0.3622	10	3.68
k105_101720 flag=1 multi=5.0000 len=5723	22.4713	5723	0.0000	100.0000	5723	643	666	0.6067	22	5.71
k105_17468 flag=1 multi=5.0000 len=4091	16.2056	4091	0.0000	100.0000	4091	328	339	0.6330	16	5.02
k105_101766 flag=1 multi=3.0000 len=1514	6.1374	1514	0.0000	100.0000	1514	47	48	0.6464	6	2.68
k105_17487 flag=1 multi=4.8136 len=4231	13.9735	4231	0.0000	100.0000	4231	294	299	0.4270	14	4.43
k105_101769 flag=0 multi=10.7770 len=2643	32.3488	2643	0.0000	100.0000	2643	430	430	0.3547	35	11.29
k105_101772 flag=0 multi=3.7878 len=1830	17.2322	1830	0.0000	100.0000	1830	153	160	0.3640	16	9.42
k105_17492 flag=1 multi=5.0000 len=10735	18.4728	10735	0.0000	100.0000	10735	976	996	0.3233	18	5.78
k105_101792 flag=1 multi=3.0000 len=1513	9.9266	1513	0.0000	100.0000	1513	75	77	0.5585	10	3.74
k105_17499 flag=1 multi=3.0000 len=2534	11.1843	2534	0.0000	100.0000	2534	140	145	0.4543	11	4.12
k105_17511 flag=1 multi=2.8890 len=1619	12.4188	1619	0.0000	100.0000	1619	104	99	0.5138	12	4.40
k105_17517 flag=1 multi=3.8137 len=4114	14.2956	4114	0.0000	100.0000	4114	300	296	0.6292	14	4.18
k105_17518 flag=1 multi=3.0000 len=3249	10.7264	3249	0.0000	100.0000	3249	174	175	0.5305	10	4.28
k105_17521 flag=0 multi=3.9853 len=2147	11.0722	2147	0.0000	100.0000	2147	117	123	0.3412	10	4.72
k105_101840 flag=1 multi=2.0000 len=1641	9.5637	1641	0.0000	100.0000	1641	78	80	0.4253	10	3.09
k105_101850 flag=0 multi=18.0832 len=2462	74.4021	2462	0.0000	100.0000	2462	912	919	0.3039	76	16.83
k105_17536 flag=1 multi=2.8990 len=2937	23.4940	2937	0.0000	100.0000	2937	342	351	0.4519	23	7.22
k105_17544 flag=1 multi=3.0000 len=1552	8.7719	1552	0.0000	100.0000	1552	68	68	0.5945	8	3.66
k105_101876 flag=1 multi=3.0000 len=1501	7.4364	1501	0.0000	100.0000	1501	56	55	0.5138	7	2.92
k105_101879 flag=1 multi=2.0000 len=2245	8.0548	2245	0.0000	100.0000	2245	90	92	0.4327	8	2.50
k105_17561 flag=1 multi=2.9308 len=1551	25.4726	1551	0.0000	100.0000	1551	196	200	0.5189	26	7.30
k105_17574 flag=1 multi=4.0000 len=2406	14.1446	2406	0.0000	99.4181	2392	171	169	0.4247	15	4.98
k105_101894 flag=1 multi=2.0000 len=1516	9.9485	1516	0.0000	100.0000	1516	74	76	0.3589	10	3.68
k105_17583 flag=1 multi=2.8876 len=1618	24.4129	1618	0.0000	100.0000	1618	199	197	0.4733	26	8.88
k105_101901 flag=0 multi=3.9820 len=1773	25.0389	1773	0.0000	99.7180	1768	218	225	0.3225	25	6.28
k105_17589 flag=1 multi=3.8800 len=1730	24.0653	1730	0.0000	100.0000	1730	206	214	0.4845	25	7.08
k105_17624 flag=0 multi=9.9357 len=1505	43.1282	1505	0.0000	100.0000	1505	325	321	0.3148	41	18.82
k105_17636 flag=1 multi=1.9074 len=2514	8.2092	2514	0.0000	100.0000	2514	102	106	0.5432	8	3.34
k105_17646 flag=1 multi=3.9593 len=2761	28.2184	2761	0.0000	100.0000	2761	391	392	0.5135	29	5.99
k105_101976 flag=1 multi=4.0000 len=3922	17.9457	3922	0.0000	99.3881	3898	346	352	0.4156	18	5.63
k105_101988 flag=1 multi=3.0000 len=1922	10.0931	1922	0.0000	100.0000	1922	97	98	0.5454	10	3.31
k105_17656 flag=0 multi=10.9723 len=7318	25.5357	7318	0.0000	100.0000	7318	931	932	0.3420	25	6.87
k105_101993 flag=1 multi=2.0000 len=1699	7.1931	1699	0.0000	100.0000	1699	63	65	0.6878	7	2.99
k105_101994 flag=0 multi=4.0000 len=3198	18.2542	3198	0.0000	100.0000	3198	293	304	0.6306	18	5.30
k105_101999 flag=1 multi=4.0000 len=2079	14.5911	2079	0.0000	100.0000	2079	148	159	0.6194	15	4.29
k105_17666 flag=0 multi=5.9861 len=7318	21.6533	7318	0.0000	99.6720	7294	745	828	0.3456	17	19.46
k105_17697 flag=1 multi=2.9525 len=1536	27.6725	1536	0.0000	100.0000	1536	206	220	0.3322	27	7.90
k105_102038 flag=0 multi=8.0423 len=5495	28.1097	5495	0.0000	99.9272	5491	767	775	0.4533	28	6.72
k105_17721 flag=1 multi=2.8951 len=1782	25.6066	1782	0.0000	100.0000	1782	229	228	0.4780	24	8.71
k105_17726 flag=1 multi=2.9935 len=2890	17.1529	2890	0.0000	100.0000	2890	246	252	0.5734	17	4.30
k105_102080 flag=0 multi=8.9858 len=28054	24.6169	28054	0.0000	100.0000	28054	3304	3338	0.5491	24	5.98
k105_102086 flag=1 multi=2.9169 len=1742	18.5953	1742	0.0000	100.0000	1742	164	161	0.5683	19	6.55
k105_102091 flag=1 multi=3.0000 len=2282	13.8379	2282	0.0000	100.0000	2282	149	168	0.5615	14	4.74
k105_102117 flag=1 multi=1.9955 len=2315	17.8449	2315	0.0000	100.0000	2315	203	210	0.3656	18	5.86
k105_17821 flag=1 multi=3.9427 len=4137	11.2567	4137	0.0000	100.0000	4137	235	236	0.5950	11	4.20
k105_102137 flag=1 multi=3.0000 len=1888	12.6965	1888	0.0000	99.6822	1882	119	123	0.6111	13	4.40
k105_17842 flag=1 multi=3.0000 len=3749	20.0976	3749	0.0000	100.0000	3749	379	383	0.6452	20	6.53
k105_102147 flag=1 multi=3.0000 len=4150	9.6111	4150	0.0000	100.0000	4150	200	201	0.5263	10	3.55
k105_102156 flag=1 multi=1.9636 len=1508	11.3143	1508	0.0000	100.0000	1508	81	90	0.4865	10	6.34
k105_17849 flag=1 multi=4.0000 len=3745	17.1119	3745	0.0000	100.0000	3745	318	333	0.6109	16	5.92
k105_102160 flag=1 multi=1.9746 len=3733	11.7428	3733	0.0000	100.0000	3733	225	221	0.6478	11	4.21
k105_17854 flag=1 multi=5.0000 len=2243	25.0178	2243	0.0000	100.0000	2243	273	285	0.3649	25	6.74
k105_102163 flag=1 multi=3.0000 len=2126	7.3829	2126	0.0000	100.0000	2126	78	78	0.5650	7	3.20
k105_17857 flag=0 multi=12.0000 len=2284	38.1813	2284	0.0000	100.0000	2284	434	440	0.3671	38	11.52
k105_17864 flag=0 multi=5.9841 len=3241	38.1142	3241	0.0000	100.0000	3241	606	626	0.3167	36	10.87
k105_17866 flag=1 multi=5.0000 len=3231	18.7703	3231	0.0000	99.0405	3200	300	304	0.4542	19	6.70
k105_102183 flag=0 multi=2.9199 len=2027	44.1465	2027	0.0000	100.0000	2027	446	449	0.2680	49	14.42
k105_102186 flag=1 multi=4.9130 len=2772	20.3719	2772	0.0000	98.9899	2744	281	282	0.3496	22	6.93
k105_17876 flag=1 multi=3.8646 len=1501	10.8634	1501	0.0000	99.4004	1492	83	79	0.4441	10	4.73
k105_17881 flag=1 multi=1.9639 len=1685	11.4914	1685	0.0000	100.0000	1685	96	97	0.3801	12	4.26
k105_102199 flag=1 multi=2.6968 len=4079	25.8044	4079	0.0000	100.0000	4079	528	527	0.4995	26	6.89
k105_17884 flag=0 multi=4.9548 len=9484	20.8887	9484	0.0000	100.0000	9484	956	1004	0.3493	16	16.72
k105_102216 flag=1 multi=3.0000 len=1742	7.1458	1742	0.0000	100.0000	1742	63	63	0.5606	7	2.51
k105_17892 flag=1 multi=3.0000 len=2131	12.0990	2131	0.0000	100.0000	2131	132	130	0.5481	12	3.60
k105_102226 flag=1 multi=3.9687 len=3362	13.5886	3362	0.0000	100.0000	3362	224	231	0.4367	14	4.69
k105_102227 flag=1 multi=3.9353 len=4509	17.6569	4509	0.0000	99.3568	4480	384	413	0.5459	19	5.16
k105_17906 flag=1 multi=3.8198 len=1903	20.8786	1903	0.0000	99.1067	1886	197	199	0.4074	21	9.29
k105_102232 flag=1 multi=5.0000 len=1671	25.8276	1671	0.0000	100.0000	1671	212	218	0.3723	28	9.57
k105_102234 flag=0 multi=4.7041 len=1768	91.2438	1768	0.0000	100.0000	1768	748	861	0.3008	90	37.25
k105_102237 flag=1 multi=2.9330 len=1986	21.3580	1986	0.0000	100.0000	1986	198	226	0.5156	22	8.89
k105_17918 flag=1 multi=5.0000 len=2267	15.1667	2267	0.0000	100.0000	2267	170	174	0.4363	15	5.62
k105_17932 flag=1 multi=2.9534 len=3109	17.9193	3109	0.0000	100.0000	3109	279	282	0.6229	17	4.57
k105_102266 flag=1 multi=3.0000 len=1907	10.8521	1907	0.0000	100.0000	1907	105	104	0.5983	12	3.91
k105_102267 flag=1 multi=2.9052 len=1539	18.9591	1539	0.0000	100.0000	1539	148	146	0.3370	19	4.34
k105_102275 flag=1 multi=1.9367 len=1686	14.1441	1686	0.0000	100.0000	1686	111	127	0.4829	14	5.57
k105_17953 flag=1 multi=3.0000 len=1632	10.6477	1632	0.0000	100.0000	1632	88	87	0.5433	11	3.29
k105_17971 flag=1 multi=3.0000 len=1568	11.9311	1568	0.0000	100.0000	1568	92	95	0.4733	11	5.60
k105_102305 flag=1 multi=2.8700 len=2135	8.4234	2135	0.0000	100.0000	2135	89	90	0.5057	9	2.87
k105_17974 flag=1 multi=7.2816 len=3575	26.6543	3575	0.0000	100.0000	3575	473	473	0.3336	28	8.32
k105_102317 flag=0 multi=5.6264 len=2720	25.6438	2720	0.0000	100.0000	2720	357	344	0.4524	26	6.37
k105_102349 flag=1 multi=3.6657 len=1765	17.4516	1765	0.0000	97.9603	1729	157	149	0.2964	18	7.07
k105_18000 flag=1 multi=4.0000 len=1914	12.9248	1914	0.0000	100.0000	1914	119	129	0.4428	13	3.32
k105_102359 flag=1 multi=3.8964 len=1726	19.3007	1726	0.0000	100.0000	1726	161	170	0.3135	17	8.56
k105_102364 flag=0 multi=9.4970 len=2077	92.7915	2077	0.0000	100.0000	2077	960	963	0.3196	95	19.09
k105_102370 flag=1 multi=1.9134 len=2092	11.8002	2092	0.0000	100.0000	2092	118	131	0.6040	11	5.30
k105_18029 flag=1 multi=3.0000 len=1766	7.5968	1766	0.0000	100.0000	1766	67	68	0.5465	7	3.70
k105_102391 flag=0 multi=7.9514 len=1690	36.5586	1690	0.0000	99.0533	1674	307	308	0.3129	38	15.42
k105_102395 flag=1 multi=2.9117 len=1554	10.0624	1554	0.0000	99.0991	1540	75	81	0.3678	10	3.83
k105_18045 flag=1 multi=3.4888 len=2286	23.9816	2286	0.0000	100.0000	2286	272	267	0.4504	24	5.53
k105_18053 flag=0 multi=8.0224 len=4923	38.4195	4923	0.0000	100.0000	4923	926	955	0.3244	38	12.10
k105_18055 flag=0 multi=6.0025 len=2130	28.4272	2130	0.0000	99.8122	2126	297	306	0.3225	28	7.54
k105_102402 flag=0 multi=6.7647 len=11444	23.4117	11444	0.0000	100.0000	11444	1323	1342	0.3088	23	5.89
k105_102405 flag=1 multi=2.0000 len=1702	13.0834	1702	0.0000	100.0000	1702	113	111	0.3622	13	2.84
k105_18063 flag=0 multi=8.9917 len=4423	50.7235	4423	0.0000	100.0000	4423	1090	1142	0.3957	52	11.64
k105_102412 flag=0 multi=3.6676 len=2650	48.7672	2650	0.0000	99.5472	2638	605	672	0.3492	49	14.99
k105_102419 flag=1 multi=3.0000 len=2094	12.9207	2094	0.0000	100.0000	2094	136	136	0.6260	13	4.57
k105_102421 flag=1 multi=1.9788 len=1706	20.2321	1706	0.0000	100.0000	1706	166	178	0.2848	17	10.12
k105_18069 flag=1 multi=5.9465 len=4590	28.0196	4590	0.0000	100.0000	4590	623	659	0.3271	24	15.75
k105_18070 flag=1 multi=4.5694 len=3544	15.5093	3544	0.0000	100.0000	3544	274	274	0.4493	15	5.87
k105_18084 flag=0 multi=5.5983 len=2851	18.2255	2851	0.0000	99.9298	2849	261	253	0.3733	14	13.46
k105_18087 flag=0 multi=5.4740 len=2816	45.4389	2816	0.0000	100.0000	2816	652	631	0.4945	46	14.34
k105_102458 flag=0 multi=10.0057 len=1852	25.7797	1852	0.0000	100.0000	1852	240	239	0.3601	26	7.93
k105_102459 flag=1 multi=3.0000 len=1941	9.1190	1941	0.0000	100.0000	1941	88	90	0.4088	9	2.90
k105_18096 flag=0 multi=9.9497 len=3686	34.2431	3686	0.0000	100.0000	3686	614	639	0.3322	32	14.42
k105_102470 flag=1 multi=2.0000 len=1502	8.1971	1502	0.0000	100.0000	1502	63	62	0.5313	8	2.92
k105_102473 flag=1 multi=3.0000 len=1997	10.1983	1997	0.0000	100.0000	1997	98	107	0.5605	10	4.26
k105_18108 flag=1 multi=4.8656 len=7603	26.1638	7603	0.0000	100.0000	7603	977	1006	0.4713	15	34.09
k105_18118 flag=0 multi=4.0000 len=1895	16.8575	1895	0.0000	100.0000	1895	159	160	0.3335	16	6.21
k105_18128 flag=1 multi=4.0000 len=2679	9.6249	2679	0.0000	100.0000	2679	128	128	0.3619	9	4.25
k105_18141 flag=0 multi=2.9860 len=1534	18.5072	1534	0.0000	100.0000	1534	137	148	0.4450	20	5.75
k105_102490 flag=1 multi=5.9875 len=25328	20.9344	25328	0.0000	100.0000	25328	2617	2647	0.3435	19	11.76
k105_102499 flag=0 multi=34.8590 len=2020	110.1366	2020	0.0000	100.0000	2020	1112	1102	0.3222	114	23.75
k105_18154 flag=0 multi=8.6800 len=1927	34.2003	1927	0.0000	100.0000	1927	330	336	0.4398	33	8.99
k105_102505 flag=1 multi=2.0000 len=1501	5.3524	1501	0.0000	100.0000	1501	40	40	0.4770	5	2.36
k105_102514 flag=1 multi=5.0000 len=3547	19.4883	3547	0.0000	100.0000	3547	331	360	0.4457	16	9.79
k105_18173 flag=0 multi=7.0000 len=4362	26.5807	4362	0.0000	100.0000	4362	575	584	0.4420	27	6.42
k105_102539 flag=1 multi=3.0000 len=1839	16.9641	1839	0.0000	99.3475	1827	158	160	0.6248	17	6.55
k105_102541 flag=1 multi=3.0000 len=1620	19.1852	1620	0.0000	100.0000	1620	160	150	0.5614	18	6.31
k105_102551 flag=1 multi=3.0000 len=2855	12.6687	2855	0.0000	100.0000	2855	187	181	0.6289	13	4.00
k105_102555 flag=1 multi=4.0000 len=1658	12.2370	1658	0.0000	100.0000	1658	99	106	0.6093	13	3.79
