#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k105_22225 flag=1 multi=2.8181 len=1589	30.7835	1589	0.0000	100.0000	1589	246	243	0.3248	31	5.92
k105_108180 flag=1 multi=13.5338 len=2085	42.2412	2085	0.0000	100.0000	2085	421	454	0.3615	41	18.85
k105_22228 flag=0 multi=60.7773 len=2799	382.9446	2799	0.0000	100.0000	2799	5311	5345	0.3161	416	238.93
k105_108182 flag=0 multi=4.4342 len=3670	26.3025	3670	0.0000	100.0000	3670	477	483	0.3313	26	8.80
k105_22229 flag=1 multi=5.8002 len=2467	109.9850	2467	0.0000	100.0000	2467	1355	1350	0.3488	65	100.65
k105_22232 flag=0 multi=10.5855 len=2812	67.3681	2812	0.0000	100.0000	2812	936	957	0.3175	68	13.16
k105_22233 flag=1 multi=3.0000 len=2904	13.0878	2904	0.0000	100.0000	2904	192	196	0.7157	12	4.37
k105_108194 flag=1 multi=4.0000 len=2599	15.1050	2599	0.0000	100.0000	2599	189	183	0.5398	14	5.89
k105_22243 flag=1 multi=2.0000 len=2219	11.0879	2219	0.0000	100.0000	2219	122	123	0.2718	11	4.41
k105_22246 flag=0 multi=7.5929 len=2274	42.4925	2274	0.0000	100.0000	2274	478	487	0.3026	43	9.53
k105_108219 flag=0 multi=5.8683 len=4143	35.5368	4143	0.0000	100.0000	4143	736	760	0.6106	34	9.41
k105_22261 flag=0 multi=7.4614 len=3525	46.8386	3525	0.0000	100.0000	3525	833	811	0.3220	40	29.24
k105_108224 flag=0 multi=5.9666 len=1601	41.9775	1601	0.0000	100.0000	1601	320	349	0.4076	44	11.52
k105_22264 flag=1 multi=4.9537 len=4600	34.0691	4600	0.0000	100.0000	4600	782	785	0.4677	35	7.76
k105_22274 flag=0 multi=4.0798 len=1973	32.8991	1973	0.0000	100.0000	1973	330	321	0.3174	31	10.21
k105_22295 flag=0 multi=4.8480 len=5157	33.8121	5157	0.0000	100.0000	5157	868	902	0.6545	35	12.20
k105_22299 flag=0 multi=48.5782 len=2144	287.2845	2144	0.0000	100.0000	2144	3044	3082	0.3408	299	130.03
k105_22301 flag=0 multi=4.2675 len=4471	196.1702	4471	0.0000	100.0000	4471	4045	4648	0.3607	47	235.63
k105_22312 flag=0 multi=3.9818 len=2737	31.9967	2737	0.0000	100.0000	2737	423	430	0.3792	31	19.86
k105_22316 flag=0 multi=15.6088 len=2367	113.7512	2367	0.0000	100.0000	2367	1340	1356	0.3204	115	17.84
k105_22326 flag=1 multi=3.0000 len=2265	25.8989	2265	0.0000	100.0000	2265	275	310	0.3296	26	9.24
k105_22333 flag=1 multi=9.5933 len=3070	221.5792	3070	0.0000	100.0000	3070	3340	3448	0.5029	167	163.88
k105_22348 flag=1 multi=4.0000 len=1781	20.2235	1781	0.0000	100.0000	1781	185	186	0.6534	19	8.90
k105_22374 flag=0 multi=5.0000 len=1830	32.5186	1830	0.0000	100.0000	1830	292	301	0.3482	34	8.88
k105_22376 flag=1 multi=3.0000 len=2172	12.8071	2172	0.0000	100.0000	2172	141	142	0.7016	13	4.43
k105_22399 flag=1 multi=2.0000 len=1830	13.7907	1830	0.0000	100.0000	1830	124	127	0.3243	14	3.61
k105_22400 flag=1 multi=2.7436 len=1579	20.5700	1579	0.0000	100.0000	1579	160	168	0.4274	20	5.09
k105_22407 flag=1 multi=4.0000 len=2020	14.1391	2020	0.0000	100.0000	2020	147	143	0.6237	14	5.47
k105_22408 flag=1 multi=3.8912 len=2219	16.9833	2219	0.0000	100.0000	2219	190	193	0.6583	16	5.81
k105_22414 flag=0 multi=10.1160 len=4381	34.6140	4381	0.0000	100.0000	4381	756	766	0.4222	34	7.46
k105_22418 flag=1 multi=4.8675 len=2308	27.7894	2308	0.0000	100.0000	2308	323	325	0.5955	29	10.91
k105_22424 flag=0 multi=22.6098 len=6737	81.2727	6737	0.0000	100.0000	6737	2779	2762	0.6400	82	16.04
k105_22429 flag=1 multi=1.9487 len=1527	27.1094	1527	0.0000	100.0000	1527	206	210	0.5840	27	6.97
k105_22432 flag=1 multi=6.4721 len=8130	24.8047	8130	0.0000	100.0000	8130	955	966	0.5907	25	8.71
k105_22438 flag=0 multi=87.8138 len=4778	383.4081	4778	0.0000	100.0000	4778	9120	9105	0.3435	390	72.45
k105_22450 flag=1 multi=5.0000 len=8244	12.9387	8244	0.0000	100.0000	8244	532	532	0.5433	13	4.05
k105_22457 flag=1 multi=2.1451 len=2111	39.8001	2111	0.0000	100.0000	2111	406	435	0.3831	41	14.64
k105_22462 flag=0 multi=4.7251 len=1531	157.7916	1531	0.0000	100.0000	1531	1197	1205	0.3681	121	103.27
k105_22465 flag=1 multi=5.0000 len=2829	15.2697	2829	0.0000	100.0000	2829	216	215	0.4384	15	5.55
k105_22469 flag=0 multi=6.8603 len=2173	88.6047	2173	0.0000	100.0000	2173	978	985	0.6033	89	10.53
k105_22473 flag=0 multi=13.0000 len=3573	44.3627	3573	0.0000	100.0000	3573	792	792	0.4121	45	9.82
k105_22482 flag=1 multi=4.0000 len=8634	14.5367	8634	0.0000	100.0000	8634	624	626	0.4243	14	4.35
k105_108250 flag=0 multi=11.4377 len=172953	34.5269	172953	0.0000	100.0000	172953	29972	30097	0.6100	34	8.10
k105_22506 flag=1 multi=3.0000 len=1544	13.2992	1544	0.0000	100.0000	1544	101	108	0.6155	13	4.08
k105_108277 flag=1 multi=3.0000 len=3722	17.6233	3722	0.0000	100.0000	3722	329	330	0.5708	18	5.52
k105_108278 flag=0 multi=9.7492 len=3084	35.7808	3084	0.0000	100.0000	3084	546	551	0.3301	37	9.36
k105_22531 flag=0 multi=85.4121 len=6310	352.1672	6310	0.0000	100.0000	6310	11051	11050	0.3583	350	57.08
k105_22532 flag=1 multi=3.2265 len=2145	17.6009	2145	0.0000	100.0000	2145	187	190	0.4176	18	5.49
k105_108284 flag=1 multi=5.0000 len=3361	15.4945	3361	0.0000	100.0000	3361	260	264	0.6177	15	4.70
k105_22534 flag=0 multi=6.2347 len=1754	97.8666	1754	0.0000	100.0000	1754	840	872	0.3169	98	18.69
k105_108292 flag=0 multi=6.4743 len=1585	111.2353	1585	0.0000	100.0000	1585	888	863	0.3293	125	45.72
k105_108293 flag=1 multi=1.9390 len=1563	11.2329	1563	0.0000	100.0000	1563	87	89	0.3663	11	3.32
k105_108295 flag=0 multi=12.0480 len=2001	41.7006	2001	0.0000	100.0000	2001	435	413	0.6252	46	18.01
k105_22549 flag=1 multi=7.8752 len=5704	45.5707	5704	0.0000	100.0000	5704	1284	1306	0.3524	47	10.71
k105_22550 flag=1 multi=6.0000 len=2750	32.6000	2750	0.0000	100.0000	2750	443	463	0.5967	32	7.49
k105_108302 flag=1 multi=3.0000 len=2861	13.3820	2861	0.0000	98.8815	2829	189	193	0.5421	13	4.84
k105_22555 flag=1 multi=3.1262 len=1801	28.8556	1801	0.0000	100.0000	1801	259	270	0.5881	28	5.89
k105_22563 flag=0 multi=5.9340 len=1621	42.4676	1621	0.0000	100.0000	1621	346	358	0.6305	43	10.82
k105_108321 flag=0 multi=12.4915 len=3456	69.6079	3456	0.0000	100.0000	3456	1203	1196	0.3034	69	17.84
k105_22577 flag=0 multi=71.3008 len=2136	383.1208	2136	0.0000	100.0000	2136	4105	4024	0.3729	302	198.54
k105_22584 flag=1 multi=3.0000 len=2393	16.6001	2393	0.0000	100.0000	2393	199	203	0.5626	16	5.72
k105_108341 flag=0 multi=14.5897 len=6680	76.8594	6680	0.0000	100.0000	6680	2542	2583	0.2987	76	12.43
k105_22599 flag=0 multi=6.9695 len=2272	33.0326	2272	0.0000	100.0000	2272	378	386	0.6110	33	8.28
k105_22602 flag=0 multi=7.8509 len=4102	40.4832	4102	0.0000	100.0000	4102	830	834	0.4731	40	8.45
k105_108349 flag=0 multi=6.2332 len=4706	34.8557	4706	0.0000	100.0000	4706	835	829	0.6181	35	7.05
k105_22612 flag=1 multi=3.0000 len=2933	35.4054	2933	0.0000	100.0000	2933	515	521	0.4568	36	9.75
k105_22613 flag=1 multi=3.0000 len=2108	16.2571	2108	0.0000	100.0000	2108	171	176	0.5598	16	5.66
k105_108364 flag=1 multi=3.0000 len=1564	20.9533	1564	0.0000	100.0000	1564	159	170	0.2925	21	6.64
k105_22617 flag=0 multi=3.2716 len=2763	33.4730	2763	0.0000	100.0000	2763	458	462	0.3501	35	9.23
k105_22621 flag=1 multi=4.0000 len=2098	18.7173	2098	0.0000	100.0000	2098	197	197	0.4125	19	4.34
k105_108368 flag=1 multi=6.5643 len=4064	41.0891	4064	0.0000	100.0000	4064	837	865	0.6320	40	11.96
k105_108375 flag=0 multi=4.9293 len=1519	80.7913	1519	0.0000	100.0000	1519	641	580	0.3562	78	43.08
k105_108379 flag=1 multi=5.0000 len=3804	13.8588	3804	0.0000	100.0000	3804	266	265	0.5823	13	4.77
k105_108381 flag=0 multi=17.3077 len=1577	56.5390	1577	0.0000	100.0000	1577	451	453	0.6237	59	12.60
k105_22624 flag=0 multi=7.9947 len=13261	36.0233	13261	0.0000	100.0000	13261	2376	2374	0.3283	33	15.38
k105_108386 flag=1 multi=4.0000 len=2436	11.2603	2436	0.0000	100.0000	2436	141	141	0.6199	12	3.44
k105_108394 flag=1 multi=3.8693 len=1780	25.3601	1780	0.0000	100.0000	1780	219	239	0.5732	24	6.87
k105_108395 flag=1 multi=3.9793 len=1553	18.5988	1553	0.0000	100.0000	1553	150	143	0.5614	19	6.66
k105_22637 flag=1 multi=3.9483 len=6086	17.2956	6086	0.0000	100.0000	6086	524	557	0.6805	17	4.94
k105_108400 flag=0 multi=8.4660 len=5955	36.4935	5955	0.0000	100.0000	5955	1072	1085	0.4014	33	16.08
k105_22653 flag=0 multi=13.8666 len=3276	96.5937	3276	0.0000	100.0000	3276	1517	1642	0.3044	68	114.82
k105_22656 flag=0 multi=4.9796 len=2069	18.2122	2069	0.0000	100.0000	2069	190	184	0.4274	19	6.57
k105_22663 flag=1 multi=2.9351 len=2540	25.4031	2540	0.0000	100.0000	2540	320	329	0.5657	26	5.01
k105_108423 flag=0 multi=4.7000 len=3095	32.8145	3095	0.0000	100.0000	3095	508	510	0.4544	33	6.20
k105_22667 flag=1 multi=6.0000 len=4391	30.3464	4391	0.0000	100.0000	4391	660	674	0.3801	31	5.22
k105_22671 flag=0 multi=5.9844 len=6500	28.0595	6500	0.0000	100.0000	6500	917	946	0.6728	27	10.58
k105_108454 flag=0 multi=9.6050 len=3530	38.8133	3530	0.0000	100.0000	3530	692	687	0.4286	38	6.78
k105_108460 flag=1 multi=3.0000 len=2050	9.6063	2050	0.0000	100.0000	2050	99	100	0.6295	10	3.29
k105_22683 flag=0 multi=6.0000 len=3216	52.2752	3216	0.0000	100.0000	3216	823	865	0.5980	56	16.33
k105_108464 flag=1 multi=2.8708 len=2597	24.8822	2597	0.0000	100.0000	2597	314	327	0.3455	24	7.92
k105_108468 flag=1 multi=3.0000 len=1507	15.1048	1507	0.0000	100.0000	1507	109	118	0.3439	10	10.95
k105_22693 flag=0 multi=3.7288 len=1547	93.3782	1547	0.0000	100.0000	1547	730	708	0.3575	89	37.75
k105_22694 flag=1 multi=3.0000 len=2779	23.0673	2779	0.0000	100.0000	2779	311	332	0.5772	23	7.70
k105_108470 flag=0 multi=92.2504 len=3192	482.2365	3192	0.0000	100.0000	3192	7721	7583	0.3382	498	116.31
k105_22701 flag=1 multi=2.0000 len=1633	12.8494	1633	0.0000	100.0000	1633	105	107	0.5152	12	4.72
k105_22711 flag=1 multi=4.0000 len=5660	11.7507	5660	0.0000	100.0000	5660	333	333	0.6197	11	4.17
k105_22712 flag=0 multi=4.2721 len=2123	22.9515	2123	0.0000	100.0000	2123	244	249	0.5321	22	10.13
k105_22717 flag=1 multi=4.0000 len=1665	27.9171	1665	0.0000	100.0000	1665	232	236	0.4525	29	8.89
k105_108501 flag=1 multi=3.9318 len=3669	33.1529	3669	0.0000	100.0000	3669	610	607	0.4552	33	8.46
k105_108507 flag=0 multi=4.6456 len=2605	32.4319	2605	0.0000	100.0000	2605	415	431	0.3301	33	8.27
k105_22743 flag=0 multi=9.5451 len=1925	42.5013	1925	0.0000	100.0000	1925	412	407	0.4433	44	10.96
k105_108523 flag=0 multi=7.0019 len=7076	34.4282	7076	0.0000	100.0000	7076	1205	1222	0.3430	34	7.49
k105_22759 flag=0 multi=10.4955 len=3546	53.9239	3546	0.0000	100.0000	3546	962	950	0.3829	54	9.45
k105_108527 flag=0 multi=6.0000 len=2860	42.1392	2860	0.0000	100.0000	2860	599	632	0.6614	44	12.46
k105_22764 flag=0 multi=3.9858 len=2220	22.1198	2220	0.0000	100.0000	2220	247	247	0.5520	22	6.34
k105_22766 flag=0 multi=4.9796 len=3242	37.5352	3242	0.0000	100.0000	3242	614	607	0.4959	37	8.32
k105_22769 flag=1 multi=3.9060 len=2308	17.8332	2308	0.0000	100.0000	2308	210	203	0.3936	18	6.08
k105_108536 flag=1 multi=5.0000 len=5569	26.3706	5569	0.0000	100.0000	5569	719	741	0.3655	26	12.53
k105_108538 flag=1 multi=4.0000 len=2633	11.4512	2633	0.0000	100.0000	2633	151	151	0.4416	12	3.21
k105_22770 flag=1 multi=4.0000 len=5445	17.0042	5445	0.0000	100.0000	5445	463	475	0.6555	17	5.46
k105_22778 flag=0 multi=5.1831 len=3033	49.9255	3033	0.0000	100.0000	3033	745	766	0.3896	28	38.56
k105_108549 flag=1 multi=6.0000 len=10344	18.1101	10344	0.0000	100.0000	10344	932	939	0.5067	18	4.99
k105_22779 flag=0 multi=6.9762 len=11467	34.1342	11467	0.0000	100.0000	11467	1924	1963	0.3528	33	8.54
k105_22785 flag=0 multi=16.0000 len=1894	56.1932	1894	0.0000	100.0000	1894	527	539	0.4721	57	12.40
k105_108559 flag=0 multi=11.4555 len=2937	39.5284	2937	0.0000	100.0000	2937	576	580	0.4494	40	9.20
k105_22787 flag=0 multi=6.7242 len=2469	376.0198	2469	0.0000	100.0000	2469	4500	4762	0.3788	327	273.90
k105_108563 flag=1 multi=2.9203 len=3166	14.9327	3166	0.0000	100.0000	3166	230	249	0.6364	15	5.65
k105_108564 flag=1 multi=3.0000 len=1980	8.9843	1980	0.0000	100.0000	1980	91	89	0.5265	9	3.00
k105_22794 flag=0 multi=4.8463 len=1517	51.0541	1517	0.0000	100.0000	1517	390	393	0.4015	53	11.09
k105_108567 flag=0 multi=3.9792 len=2989	28.1559	2989	0.0000	100.0000	2989	426	435	0.6362	29	10.64
k105_22815 flag=1 multi=1.9642 len=1809	14.3096	1809	0.0000	100.0000	1809	128	132	0.4122	14	4.54
k105_108605 flag=1 multi=4.0000 len=1553	15.1455	1553	0.0000	100.0000	1553	117	117	0.3275	14	7.45
k105_108608 flag=1 multi=4.0000 len=2931	17.0966	2931	0.0000	100.0000	2931	255	253	0.5936	17	5.70
k105_22841 flag=1 multi=4.4946 len=8316	34.7233	8316	0.0000	100.0000	8316	1439	1441	0.4645	34	7.90
k105_108611 flag=0 multi=4.9663 len=2482	124.6946	2482	0.0000	100.0000	2482	1513	1563	0.3362	119	40.00
k105_22846 flag=0 multi=6.9645 len=1794	117.8634	1794	0.0000	100.0000	1794	1044	1052	0.3806	42	201.86
k105_108612 flag=1 multi=2.9772 len=3437	27.7684	3437	0.0000	100.0000	3437	459	507	0.6026	28	6.97
k105_108620 flag=1 multi=4.0000 len=1537	11.1301	1537	0.0000	100.0000	1537	86	89	0.6857	11	3.51
k105_22860 flag=1 multi=4.0000 len=1958	32.9683	1958	0.0000	100.0000	1958	323	319	0.2993	33	10.45
k105_108636 flag=1 multi=2.9606 len=3406	16.4213	3406	0.0000	100.0000	3406	279	283	0.5941	17	4.37
k105_22869 flag=0 multi=2.9741 len=3044	19.2796	3044	0.0000	100.0000	3044	289	297	0.4161	19	4.94
k105_22873 flag=1 multi=2.8601 len=1878	19.3147	1878	0.0000	100.0000	1878	177	185	0.3254	20	5.56
k105_108663 flag=0 multi=5.8840 len=3509	22.9433	3509	0.0000	100.0000	3509	409	406	0.6190	22	8.30
k105_108675 flag=1 multi=4.2312 len=1619	62.6560	1619	0.0000	100.0000	1619	506	523	0.6131	55	19.59
k105_108684 flag=0 multi=3.8307 len=2090	18.0684	2090	0.0000	100.0000	2090	183	205	0.6135	15	9.43
k105_108688 flag=1 multi=4.0000 len=2387	12.0411	2387	0.0000	100.0000	2387	143	145	0.5013	11	3.63
k105_22875 flag=0 multi=10.2043 len=31509	35.9178	31509	0.0000	100.0000	31509	5628	5744	0.5735	35	10.22
k105_108696 flag=1 multi=4.0000 len=1680	12.4583	1680	0.0000	100.0000	1680	105	104	0.4233	12	5.84
k105_22884 flag=0 multi=11.8198 len=3607	47.3745	3607	0.0000	100.0000	3607	860	860	0.4916	47	8.11
k105_22891 flag=1 multi=4.0000 len=2661	23.7148	2661	0.0000	100.0000	2661	310	322	0.3253	23	6.43
k105_22892 flag=1 multi=4.0000 len=1649	11.3966	1649	0.0000	100.0000	1649	94	93	0.4702	12	4.59
k105_108723 flag=0 multi=6.3546 len=3842	52.9602	3842	0.0000	100.0000	3842	985	1060	0.3527	56	29.88
k105_108725 flag=1 multi=4.0000 len=2306	11.1934	2306	0.0000	100.0000	2306	129	130	0.6142	11	3.65
k105_108726 flag=1 multi=3.0000 len=1820	15.1231	1820	0.0000	100.0000	1820	138	136	0.3122	13	9.32
k105_22897 flag=0 multi=13.2819 len=11733	42.4548	11733	0.0000	100.0000	11733	2478	2485	0.4120	42	8.82
k105_22898 flag=1 multi=3.0000 len=2358	9.1111	2358	0.0000	100.0000	2358	106	108	0.5884	9	3.17
k105_108729 flag=0 multi=5.9520 len=4374	32.5704	4374	0.0000	100.0000	4374	722	732	0.6431	33	7.67
k105_108732 flag=1 multi=6.0000 len=3039	16.4673	3039	0.0000	100.0000	3039	247	251	0.4835	16	5.84
k105_108734 flag=0 multi=10.5338 len=2072	76.8417	2072	0.0000	100.0000	2072	814	815	0.6630	75	14.41
k105_22929 flag=0 multi=9.4477 len=5615	36.9640	5615	0.0000	100.0000	5615	1029	1039	0.4235	37	9.82
k105_108781 flag=1 multi=3.0000 len=1572	17.6641	1572	0.0000	100.0000	1572	138	141	0.5517	18	4.96
k105_108782 flag=1 multi=4.0000 len=2130	13.8770	2130	0.0000	100.0000	2130	141	158	0.6481	13	5.69
k105_22954 flag=1 multi=2.9511 len=4116	14.5500	4116	0.0000	100.0000	4116	290	321	0.6532	15	4.00
k105_22964 flag=0 multi=5.9149 len=1573	71.0966	1573	0.0000	100.0000	1573	570	541	0.3911	78	25.42
k105_108799 flag=1 multi=4.9472 len=8438	30.0563	8438	0.0000	100.0000	8438	1239	1323	0.6075	30	7.68
k105_108812 flag=0 multi=14.4114 len=2441	75.7173	2441	0.0000	100.0000	2441	941	946	0.6365	77	10.13
k105_22989 flag=1 multi=5.0000 len=2330	54.5648	2330	0.0000	100.0000	2330	659	618	0.3780	30	69.89
k105_22993 flag=1 multi=4.0000 len=3083	21.7266	3083	0.0000	100.0000	3083	329	341	0.5977	21	7.53
k105_22996 flag=0 multi=3.9375 len=1544	28.6483	1544	0.0000	100.0000	1544	225	219	0.3515	30	8.12
k105_22997 flag=1 multi=6.5693 len=2717	70.0188	2717	0.0000	100.0000	2717	976	913	0.3412	46	55.23
k105_108839 flag=1 multi=3.0000 len=1582	33.8628	1582	0.0000	100.0000	1582	248	284	0.3482	26	23.01
k105_108841 flag=1 multi=2.9489 len=3393	18.1282	3393	0.0000	100.0000	3393	300	324	0.5556	17	5.95
k105_23016 flag=1 multi=2.9785 len=1875	39.9152	1875	0.0000	100.0000	1875	392	353	0.3194	31	31.40
k105_108844 flag=1 multi=3.9342 len=3662	30.2701	3662	0.0000	100.0000	3662	544	548	0.3997	31	10.52
k105_23041 flag=0 multi=9.9908 len=9934	35.0124	9934	0.0000	99.9497	9929	1708	1755	0.3904	33	10.71
k105_108886 flag=1 multi=2.9541 len=2808	29.6930	2808	0.0000	100.0000	2808	414	416	0.2856	30	10.09
k105_23065 flag=1 multi=4.0000 len=1671	11.3878	1671	0.0000	100.0000	1671	96	97	0.5730	11	3.70
k105_108898 flag=1 multi=4.0000 len=2776	38.3426	2776	0.0000	100.0000	2776	540	531	0.5154	39	10.74
k105_108901 flag=1 multi=5.0000 len=2039	24.1349	2039	0.0000	100.0000	2039	244	247	0.3738	26	8.26
k105_23077 flag=0 multi=4.9796 len=2067	16.9681	2067	0.0000	99.8549	2064	159	158	0.3408	18	4.71
k105_108912 flag=0 multi=3.7961 len=1591	25.6908	1591	0.0000	100.0000	1591	206	218	0.6200	26	6.37
k105_23086 flag=0 multi=4.1600 len=2018	73.6611	2018	0.0000	100.0000	2018	734	766	0.6255	74	16.88
k105_108913 flag=1 multi=2.9357 len=2189	8.7620	2189	0.0000	100.0000	2189	95	97	0.3023	8	3.03
k105_108914 flag=1 multi=3.0000 len=1673	8.6659	1673	0.0000	100.0000	1673	72	75	0.5738	8	2.90
k105_108916 flag=0 multi=9.1815 len=1620	83.7432	1620	0.0000	100.0000	1620	693	695	0.6297	85	15.79
k105_108921 flag=1 multi=4.0000 len=3824	15.0790	3824	0.0000	100.0000	3824	287	287	0.4201	15	5.46
k105_23109 flag=0 multi=4.9248 len=2072	27.4252	2072	0.0000	98.9865	2051	283	291	0.6187	28	9.50
k105_108923 flag=1 multi=3.0000 len=3381	13.2002	3381	0.0000	100.0000	3381	224	227	0.7242	13	3.84
k105_23111 flag=0 multi=8.7150 len=3295	108.8158	3295	0.0000	100.0000	3295	1851	1715	0.3613	100	58.29
k105_108926 flag=1 multi=2.5565 len=2319	30.0203	2319	0.0000	100.0000	2319	349	350	0.6145	23	16.13
k105_108933 flag=1 multi=3.0000 len=2257	9.7368	2257	0.0000	100.0000	2257	112	112	0.6234	10	2.79
k105_23129 flag=1 multi=4.0000 len=2328	13.6160	2328	0.0000	100.0000	2328	159	159	0.6328	14	3.66
k105_108936 flag=1 multi=11.0662 len=2356	90.4435	2356	0.0000	100.0000	2356	1091	1043	0.3224	81	53.91
k105_108941 flag=0 multi=9.9813 len=4918	38.0220	4918	0.0000	99.9390	4915	931	937	0.4215	39	9.07
k105_108943 flag=0 multi=8.6072 len=4000	30.8685	4000	0.0000	100.0000	4000	609	608	0.5952	30	7.44
k105_23150 flag=1 multi=2.9268 len=2318	9.0500	2318	0.0000	100.0000	2318	107	104	0.4272	9	3.35
k105_108945 flag=1 multi=4.0000 len=4724	12.0671	4724	0.0000	100.0000	4724	285	283	0.4902	12	3.90
k105_23175 flag=1 multi=4.0000 len=3674	13.6481	3674	0.0000	100.0000	3674	248	258	0.6226	14	3.71
k105_108965 flag=0 multi=10.8538 len=1658	84.2316	1658	0.0000	100.0000	1658	713	711	0.6640	84	11.21
k105_108967 flag=1 multi=4.0000 len=1784	10.7763	1784	0.0000	100.0000	1784	96	97	0.5274	10	4.18
k105_23181 flag=1 multi=4.0000 len=3284	12.5962	3284	0.0000	100.0000	3284	208	206	0.5067	13	4.04
k105_23183 flag=0 multi=5.9696 len=1751	39.7367	1751	0.0000	100.0000	1751	347	339	0.4084	42	14.41
k105_108976 flag=1 multi=3.0000 len=2420	11.2207	2420	0.0000	100.0000	2420	138	136	0.6008	11	3.10
k105_23198 flag=1 multi=3.0000 len=1990	15.6397	1990	0.0000	100.0000	1990	155	158	0.5947	11	9.95
k105_108983 flag=1 multi=5.8778 len=5834	39.4695	5834	0.0000	100.0000	5834	1127	1165	0.3356	39	10.78
k105_23204 flag=0 multi=7.9874 len=5654	31.4392	5654	0.0000	100.0000	5654	893	898	0.6009	31	7.66
k105_108994 flag=1 multi=1.9500 len=2445	32.5894	2445	0.0000	100.0000	2445	381	419	0.5751	33	7.89
k105_109010 flag=1 multi=3.0000 len=4767	16.1045	4767	0.0000	100.0000	4767	387	383	0.4596	16	5.25
k105_23236 flag=1 multi=4.0000 len=3389	22.6978	3389	0.0000	100.0000	3389	372	404	0.6421	19	14.03
k105_23237 flag=0 multi=8.9916 len=9619	28.4414	9619	0.0000	100.0000	9619	1387	1393	0.6621	29	6.96
k105_109030 flag=1 multi=4.0000 len=5385	11.6605	5385	0.0000	100.0000	5385	313	313	0.4877	11	3.98
k105_109036 flag=1 multi=3.8816 len=1701	14.0235	1701	0.0000	100.0000	1701	119	119	0.5545	13	5.75
k105_109041 flag=0 multi=6.4268 len=1539	29.5549	1539	0.0000	100.0000	1539	229	223	0.4296	34	12.49
k105_109042 flag=0 multi=2.9785 len=1781	36.4121	1781	0.0000	100.0000	1781	328	328	0.4915	36	7.98
k105_23251 flag=0 multi=8.3124 len=8665	37.0398	8665	0.0000	99.9192	8658	1589	1616	0.5559	37	8.35
k105_109064 flag=0 multi=49.4559 len=2450	275.2771	2450	0.0000	100.0000	2450	3346	3405	0.3455	275	56.97
k105_109067 flag=1 multi=4.0000 len=2538	14.5339	2538	0.0000	100.0000	2538	184	185	0.4326	15	5.23
k105_23252 flag=0 multi=6.6962 len=11970	33.6942	11970	0.0000	99.9833	11968	2018	2047	0.5936	33	10.89
k105_109071 flag=0 multi=8.2617 len=2879	61.2984	2879	0.0000	100.0000	2879	907	859	0.3775	68	30.27
k105_109073 flag=1 multi=4.0000 len=2987	12.3877	2987	0.0000	100.0000	2987	187	187	0.6421	11	4.32
k105_23261 flag=0 multi=6.5814 len=2236	56.1284	2236	0.0000	100.0000	2236	635	619	0.3908	56	12.56
k105_23262 flag=0 multi=3.0180 len=1607	23.3690	1607	0.0000	100.0000	1607	188	192	0.5755	25	6.62
k105_23270 flag=1 multi=2.9125 len=3054	14.1349	3054	0.0000	100.0000	3054	211	221	0.3695	13	6.38
k105_109098 flag=1 multi=4.0000 len=3060	17.9804	3060	0.0000	100.0000	3060	275	284	0.5641	18	6.59
k105_23273 flag=0 multi=13.0000 len=4915	46.3695	4915	0.0000	100.0000	4915	1118	1165	0.5075	41	19.15
k105_23276 flag=1 multi=3.0000 len=3549	14.0079	3549	0.0000	100.0000	3549	246	254	0.4273	14	4.03
k105_109101 flag=0 multi=8.0000 len=5292	26.3896	5292	0.0000	100.0000	5292	697	703	0.5623	27	6.96
k105_109102 flag=1 multi=6.0000 len=1835	30.0338	1835	0.0000	100.0000	1835	262	290	0.3578	31	10.43
k105_109105 flag=0 multi=10.0630 len=4261	39.0167	4261	0.0000	100.0000	4261	831	831	0.4142	38	9.64
k105_23296 flag=1 multi=2.2397 len=1532	14.2957	1532	0.0000	100.0000	1532	109	110	0.3696	15	3.53
k105_23297 flag=1 multi=2.9336 len=2636	91.1074	2636	0.0000	100.0000	2636	1078	1311	0.3170	35	165.68
k105_109110 flag=1 multi=2.5861 len=2951	26.4683	2951	0.0000	100.0000	2951	396	401	0.6659	23	13.06
k105_23299 flag=0 multi=4.0000 len=2598	12.4854	2598	0.0000	100.0000	2598	163	164	0.6220	12	2.85
k105_109115 flag=0 multi=2.5630 len=1890	34.8429	1890	0.0000	100.0000	1890	324	335	0.4669	36	9.21
k105_23302 flag=0 multi=7.8643 len=1601	331.0119	1601	0.0000	100.0000	1601	1764	1857	0.3470	255	126.89
k105_23305 flag=1 multi=4.0000 len=1772	15.8905	1772	0.0000	100.0000	1772	144	143	0.7226	15	5.85
k105_109125 flag=0 multi=7.9721 len=2615	30.9411	2615	0.0000	100.0000	2615	408	402	0.3718	30	9.43
k105_109129 flag=0 multi=13.8193 len=1638	79.7961	1638	0.0000	100.0000	1638	662	679	0.6567	82	15.44
k105_23313 flag=0 multi=11.5079 len=2574	47.7591	2574	0.0000	100.0000	2574	626	610	0.4622	48	9.90
k105_23314 flag=0 multi=10.9223 len=4984	58.3429	4984	0.0000	100.0000	4984	1437	1471	0.4655	59	10.08
